ID,Topics,Text_answer,NegPos_answer,NegPos_output,Text_output,Topic_Match
187.0,Off,,,Positive,"Wonderful experience, exceeded our expectations. Would stay again!",False
187.0,Off,"Wonderful experience, exceeded our expectations. Would stay again!",,,,False
188.0,Off,,,Positive,lovely,False
188.0,Off,lovely,,,,False
190.0,Check-in,We had a very late (1am) self check-in self check-in which worked very well.,Positive,Positive,We had a very late (1am) self check-in which worked very well.,True
190.0,Facility,A very modern and contemporary hotel. ,Positive,,,False
190.0,Food,Excellent breakfast. ,Positive,Positive,Excellent breakfast.,True
190.0,Location,Conveniently located. ,Positive,Positive,Conveniently located.,True
190.0,Off,which can make a lot of difference (we had one on our previous stay).,Negative,,,False
190.0,Room,"Our room was rather small and lacked a balcony, ",Negative,Negative,"Our room was rather small and lacked a balcony, which can make a lot of difference.",True
190.0,Room,,,Positive,A very modern and contemporary hotel.,False
191.0,Location, and beside the airport,Positive,Positive,beside the airport,True
191.0,Room,Very clean,Positive,Positive,Very clean,True
192.0,Location,,,Positive,location,False
192.0,Off,location,Positive,,,False
192.0,Room, and cleanliness.,Positive,Positive,cleanliness,True
192.0,Staff,staff was amazing. ,Positive,Positive,staff was amazing.,True
193.0,Location, Excellent location for beach and airport transfer.,Positive,Positive,Excellent location for beach and airport transfer.,True
193.0,Room,Room clean and spacious. ,Positive,Positive,Room clean and spacious.,True
193.0,Staff,Staff very helpful.,Positive,Positive,Staff very helpful.,True
196.0,Booking-issue,When we were booking the room there was a promotion from booking.com which didn't apply and we payed 80 euro more. After that I checked a new dates to book and we had similar number and if we do it it will be the same. This is a big fraud.,Negative,Negative,When we were booking the room there was a promotion from booking.com which didn't apply and we payed 80 euro more. After that I checked a new dates to book and we had similar number and if we do it it will be the same. This is a big fraud.,True
196.0,Price,,,Negative,When we were booking the room there was a promotion from booking.com which didn't apply and we payed 80 euro more. After that I checked a new dates to book and we had similar number and if we do it it will be the same. This is a big fraud.,False
196.0,Room,The mattresses were hard.,Negative,Negative,The mattresses were hard.,True
197.0,Location,"Perfect if you want to stay close to the airport.
 Mackenzy beach with restaurants is not that far away.",Positive,Positive,Perfect if you want to stay close to the airport. Mackenzy beach with restaurants is not that far away.,True
198.0,Facility,,,Positive,"Everything was exactly as promised, clean and well organized.",False
198.0,Food,"The food at the restaurant was amazing. Richard as the head of Hotel's restaurant, cooks with passion and almost everything from scratch. So fresh and good looking. He makes a simple breakfast amazing and his lunch table, looks like a feast.",Positive,Positive,"The food at the restaurant was amazing. Richard as the head of Hotel's restaurant, cooks with passion and almost everything from scratch. So fresh and good looking. He makes a simple breakfast amazing and his lunch table, looks like a feast.",True
198.0,Off,"Everything was exactly as promised, ",Positive,,,False
198.0,Room,clean and well organized.,Positive,,,False
198.0,Staff,The staff were so friendly that we really felt we are at home with our relatives. ,Positive,Positive,The staff were so friendly that we really felt we are at home with our relatives.,True
199.0,Location,"perfectly located being 5 minute walk from the beach, restaurants and cafés. ",Positive,Positive,"perfectly located being 5 minute walk from the beach, restaurants and cafés.",True
199.0,Room,"it is clean, beautiful",Positive,Positive,"it is clean, beautiful",True
199.0,Staff,kind service with a smile!,Positive,Positive,kind service with a smile!,True
200.0,Food,food was 5 star! The best club sandwich ever!!,Positive,Positive,food was 5 star! The best club sandwich ever!!,True
200.0,Room,"Very clean and new, ",Positive,Positive,Very clean and new,True
201.0,Off,flexibility,Positive,Positive,flexibility,True
202.0,Location,"close to the beach and great restaurants, ",Positive,Positive,close to the beach and great restaurants,True
202.0,Off,next time we will come for more than one night!,Positive,Positive,next time we will come for more than one night,True
202.0,Room,"Super clean, ",Positive,Positive,Super clean,True
202.0,Staff,"the staff is exceptionally nice, ",Positive,Positive,the staff is exceptionally nice,True
203.0,Price,Definitely worth the price.,Positive,Positive,Definitely worth the price.,True
203.0,Room,The room was very clean and ac worked well.,Positive,Positive,The room was very clean and ac worked well.,True
203.0,Staff,Staff was very friendly. ,Positive,Positive,Staff was very friendly.,True
204.0,Location,Great to come to from the airport.,Positive,Positive,Great to come to from the airport.,True
204.0,Staff,Staff were very friendly.,Positive,Positive,Staff were very friendly.,True
205.0,Off,Perfect for a great night of sleep before a flight.,Positive,,,False
205.0,Room,,,Positive,Perfect for a great night of sleep before a flight.,False
206.0,Location,great location. The beach is less than 5 minutes away.,Positive,Positive,great location. The beach is less than 5 minutes away.,True
206.0,Price,Good value. ,Positive,Positive,Good value.,True
206.0,Staff,Welcoming owners,Positive,Positive,Welcoming owners,True
207.0,Off,I only stayed for 1 night but would absolutely stay again,Positive,Positive,I only stayed for 1 night but would absolutely stay again,True
207.0,Staff,The WONDERFUL staff at this place makes all the difference.,Positive,Positive,The WONDERFUL staff at this place makes all the difference.,True
208.0,Location,"quiet area , easy find parking places",Positive,Positive,"quiet area, easy find parking places",True
208.0,Room,"there was hair on the floor from previous visitors, it should be better cleaner .",Negative,Negative,"there was hair on the floor from previous visitors, it should be better cleaner.",True
209.0,Food,we loved the breakfast,Positive,Positive,we loved the breakfast,True
209.0,Room,"it was a bit noisy
 we could here everything",Negative,Negative,it was a bit noisy we could hear everything,True
209.0,Room,it was a really nice room,Positive,Positive,it was a really nice room,True
209.0,Staff,very friendly people,Positive,Positive,very friendly people,True
211.0,Food,Breakfast for charge same as anywhere else was enormous size and very delicious.,Positive,Positive,Breakfast for charge same as anywhere else was enormous size and very delicious.,True
211.0,Location,half an hour walking to town,Negative,,,False
211.0,Location,Liked everythingz close to airport and town,Positive,Positive,close to airport and town half an hour walking to town,True
211.0,Off,,,Positive,Liked everythingz,False
211.0,Staff,The stuff was very friendly and helpfull. They exceeded my expectations.,Positive,Positive,The stuff was very friendly and helpful. They exceeded my expectations.,True
212.0,Booking-issue,,,Positive,There was nothing that we didn't like,False
212.0,Check-in,,,Positive,There was nothing that we didn't like,False
212.0,Check-out,,,Positive,There was nothing that we didn't like,False
212.0,Facility,Beautiful hotel,Positive,Positive,"There was nothing that we didn't like, Beautiful hotel",True
212.0,Food,,,Positive,There was nothing that we didn't like,False
212.0,Location,,,Positive,There was nothing that we didn't like,False
212.0,Off,"10/10 recommended, There was nothing that we didn't like",Positive,,,False
212.0,Price,and very cheap ,Positive,Positive,"There was nothing that we didn't like, very cheap",True
212.0,Room,,,Positive,There was nothing that we didn't like,False
212.0,Staff,Very friendly and helpful staff !,Positive,Positive,"There was nothing that we didn't like, Very friendly and helpful staff !",True
212.0,Taxi-issue,,,Positive,There was nothing that we didn't like,False
214.0,Check-in,I arrived late at night. The hotell made sure I could check in.,Positive,Positive,made sure I could check in.,True
214.0,Staff,The hotell organised a taxi for me,Positive,,,False
214.0,Taxi-issue,,,Positive,The hotell organised a taxi for me.,False
215.0,Room,clean and simple,Positive,,,False
215.0,Room,,,"Positive, Negative",The room is enough big. But the room was a little bit dirty.,False
216.0,Facility,"the facilities are new,",Positive,Positive,the facilities are new,True
216.0,Off,i like this hotel,Positive,Positive,i like this hotel,True
216.0,Room,"the room is very clean，the bed is comfortable,",Positive,Positive,"the room is very clean, the bed is comfortable",True
217.0,Off,"Very nice, Everything",Positive,Positive,"Everything, Very nice",True
219.0,Facility,,,Negative,it is sometimes a bit noisy because of the air traffic,False
219.0,Location,it is sometimes a bit noisy because of the air traffic,Negative,,,False
219.0,Off,nothing,,,,False
219.0,Room,"very clean room, comfy beds, very nice showers. all freshly renovated.",Positive,Positive,"very clean room, comfy beds, very nice showers. all freshly renovated.",True
220.0,Check-in,"Excellent communication on late check in process,",Positive,Positive,Excellent communication on late check in process,True
220.0,Facility,,,Negative,TV very light on choice only news channel in English.,False
220.0,Facility,,,Positive,super fast wifi,False
220.0,Location,"This hotel is only 4km from the airport. If travelling light you can walk it in 40 minutes, saving a rip off cab fare. Just off the b4 highway.",Positive,Positive,"This hotel is only 4km from the airport. If travelling light you can walk it in 40 minutes, saving a rip off cab fare. Just off the b4 highway.",True
220.0,Off,and a tip. ,,,,False
220.0,Price,,,Positive,saving a rip off cab fare,False
220.0,Room,TV very light on choice only news channel in English.,Negative,,,False
220.0,Room,"airy and comfortable room, super fast wifi, ",Positive,Positive,airy and comfortable room,True
220.0,Staff,,,Positive,Excellent communication on late check in process,False
220.0,Taxi-issue,,,Positive,saving a rip off cab fare,False
222.0,Facility,Its was a nice place clean ,Positive,,,False
222.0,Location,,,Positive,Its was a nice place clean,False
222.0,Room,and the room was nice,Positive,Positive,the room was nice,True
223.0,Staff,The indications at the desk were very helpful,Positive,Positive,The indications at the desk were very helpful,True
225.0,Off,,,Positive,Everything,False
225.0,Off,"Everything, Nothing",,,,False
229.0,Staff,Exceptionally friendly service of hotel and restarant in same building. Attention and service superb.,Positive,Positive,"Exceptionally friendly service of hotel and restarant in same building., Attention and service superb.",True
230.0,Booking-issue,,,Positive,all was good,False
230.0,Check-in,,,Positive,all was good,False
230.0,Check-out,,,Positive,all was good,False
230.0,Facility,,,Positive,"all was good, clean",False
230.0,Food,,,Positive,all was good,False
230.0,Location,,,Positive,"all was good, location",False
230.0,Off,"location, all was good nothing bad to say",Positive,,,False
230.0,Price,and very good value,Positive,Positive,"all was good, very good value",True
230.0,Room,clean ,Positive,Positive,all was good,True
230.0,Staff,,,Positive,all was good,False
230.0,Taxi-issue,,,Positive,all was good,False
231.0,Location,and ideally situated for the airport,Positive,Positive,ideally situated for the airport,True
231.0,Room,rooms were clean,Positive,Positive,rooms were clean,True
231.0,Staff,"very friendly staff,",Positive,Positive,very friendly staff,True
232.0,Check-in,We arrived late and got great instructions on how to get in on our own.,Positive,Positive,"great for our purpose of a late night flight arrival, We arrived late and got great instructions on how to get in on our own.",True
232.0,Food,"Terrific late breakfast at the café downstairs, the manager catered to our every need",Positive,Positive,Terrific late breakfast at the café downstairs,True
232.0,Location,"Great location for a late flight,",Positive,Positive,Great location for a late flight,True
232.0,Off,Nothing. ,,,,False
232.0,Price,Great for the price and our purpose of a late night flight arrival,Positive,Positive,Great for the price,True
232.0,Room,everything was clean and nice in the room.,Positive,Positive,everything was clean and nice in the room.,True
232.0,Staff,,,Positive,the manager catered to our every need,False
233.0,Facility,"Beautiful property, super clean,",Positive,Positive,"Beautiful property, super clean.",True
233.0,Food,Breakfast was amazing in a beautiful setting and the management are wonderful. a little far from local shop but have everything we need in the cafe.,Positive,Positive,"Breakfast was amazing in a beautiful setting., have everything we need in the cafe",True
233.0,Location,a little far from local shop but have everything we need in the cafe.,Negative,Negative,a little far from local shop,True
233.0,Location,,,Positive,liked everything,False
233.0,Off,liked everything,,,,False
233.0,Room,rooms where really spacious and fresh and clean.,Positive,Positive,rooms where really spacious and fresh and clean.,True
233.0,Staff,,,Positive,the management are wonderful.,False
234.0,Location,"great location for bars, restaurants and beach",Positive,Positive,"great location for bars, restaurants and beach",True
234.0,Off,,,Positive,nothing all good,False
234.0,Off,nothing all good,,,,False
234.0,Price,at a very good rate for the excellent standard of accommodation,Positive,Positive,very good rate,True
234.0,Room,,,Positive,excellent standard of accommodation,False
235.0,Location,Great location ,Positive,Positive,Great location,True
235.0,Room,and very clean,Positive,Positive,very clean,True
235.0,Staff,"with very welcoming staff,",Positive,Positive,very welcoming staff,True
236.0,Facility,Modern hotel with good facilities. ,Positive,Positive,Modern hotel with good facilities.,True
236.0,Food,Breakfast as an extra was good.,Positive,Positive,Breakfast as an extra was good.,True
236.0,Location,"The hotel is about 100m from the 425 bus route which runs to the airport, about 10 minutes away. ",Positive,Positive,"The hotel is about 100m from the 425 bus route which runs to the airport, about 10 minutes away.",True
236.0,Off,"A ticket costs 2 Euros, a far better option than paying 15 Euros for a taxi, Nothing",,,,False
236.0,Price,,,Positive,"A ticket costs 2 Euros, a far better option than paying 15 Euros for a taxi.",False
236.0,Room,"Although small, the room was comfortable. However, the bathroom was a good size and well appointed. ",Positive,Positive,"Although small, the room was comfortable., the bathroom was a good size and well appointed.",True
237.0,Room,clean and comfortable,Positive,Positive,clean and comfortable,True
238.0,Facility,,,Negative,stingy smell from the bathroom,False
238.0,Location,close to the airport,Positive,Positive,close to the airport,True
238.0,Room,"stingy smell from the bathroom
 quite small room",Negative,Negative,quite small room,True
239.0,Facility,There should be a safety strip on the step to each floor coming up the stairs. You are unaware of it and could possibly trip as I did.,Negative,Negative,There should be a safety strip on the step to each floor coming up the stairs. You are unaware of it and could possibly trip as I did.,True
239.0,Location,Not far from the sea.,Positive,Positive,Not far from the sea.,True
239.0,Room,Light and airy and clean room. ,Positive,Positive,Light and airy and clean room.,True
240.0,Location,,,Positive,The location is very nice of this hotel due to such close proximity to the beach and restaurants.,False
240.0,Off,,,Positive,"All in all, awesome!",False
240.0,Off,"All in all, awesome!, Nothing",,,,False
240.0,Room,,,Positive,Most importantly it is very clean!,False
240.0,Staff,,,Positive,Thank you so much for a very warm welcome and comfortable stay. The hotel manager was reachable at all times due to my flight times and further delays. I couldn't have asked for more informative and reassuring service. 5 star service!,False
241.0,Facility,,,Negative,"it only had some random unlabeled shampoo dispenser attached to the shower wall. dont know if it was body or hair shampoo but it wasnt very nice at all, and seemed a little cheap considering the hotel cost.",False
241.0,Location,i didnt want to be in the center so for me the location was perfect! walking distance to airport and close to the more luxurious beach strip with delicious restaurants.,Positive,Positive,i didnt want to be in the center so for me the location was perfect! walking distance to airport and close to the more luxurious beach strip with delicious restaurants,True
241.0,Price,"for the price that it was, it only had some random unlabeled shampoo dispenser attached to the shower wall. dont know if it was body or hair shampoo but it wasnt very nice at all, and seemed a little cheap considering the hotel cost.",Negative,Negative,"for the price that it was, it only had some random unlabeled shampoo dispenser attached to the shower wall. dont know if it was body or hair shampoo but it wasnt very nice at all, and seemed a little cheap considering the hotel cost.",True
241.0,Room,"for the price that it was, it only had some random unlabeled shampoo dispenser attached to the shower wall. dont know if it was body or hair shampoo but it wasnt very nice at all, ",Negative,,,False
241.0,Room,spacious room and minifridge; large bathroom; very clean and comfy bed and lovely little balcony;,Positive,Positive,spacious room and minifridge; large bathroom; very clean and comfy bed and lovely little balcony,True
241.0,Staff,staff was very friendly and lend me an adaptor several times. ,Positive,Positive,staff was very friendly and lend me an adaptor several times,True
242.0,Off,"We will definitely come again! highly recommended!, nothing!",Positive,Positive,We will definitely come again! highly recommended!,True
242.0,Room,"Very clean, comfortable and pleasant! ",Positive,Positive,"Very clean, comfortable and pleasant!",True
242.0,Staff,The staff were very accommodating and kind. ,Positive,Positive,The staff were very accommodating and kind.,True
243.0,Booking-issue,,,Positive,All good,False
243.0,Check-in,,,Positive,All good,False
243.0,Check-out,,,Positive,All good,False
243.0,Facility,Very modern clean beautifully kept hotel ,Positive,Positive,"Very modern clean beautifully kept hotel, All good",True
243.0,Food,,,Positive,All good,False
243.0,Location,near beaches and restaurants,Positive,Positive,"near beaches and restaurants, All good",True
243.0,Off,,,Positive,All good,False
243.0,Off,All good,,,,False
243.0,Price,,,Positive,All good,False
243.0,Room,,,Positive,All good,False
243.0,Staff,,,Positive,All good,False
243.0,Taxi-issue,,,Positive,All good,False
244.0,Off,nothing,,,,False
246.0,Facility,"The hotel is small, which we liked,",Positive,,,False
246.0,Food,"We also had dinner there, and the food was very good and the chef was very friendly. ",Positive,Positive,the food was very good,True
246.0,Location,"The taxi driver had a hard time finding it to drop us off, as it’s amongst several apartment buildings on a small side street. That’s the only negative. The location is a bit hard to find. The taxi drivers GPS had trouble finding it, but eventually we did. It’s amongst several apartment buildings on a small side street.",Negative,Negative,The location is a bit hard to find. It’s amongst several apartment buildings on a small side street.,True
246.0,Location,and is about 10 minutes from the airport.,Positive,Positive,"The hotel is small, which we liked, and is about 10 minutes from the airport.",True
246.0,Off,We’ll stay again if we travel to Larnaca in the future.,,,,False
246.0,Room,"The rooms were a nice size, very clean, and modern. We had both a family room and a double room, and they were perfect for our quick stay.",Positive,Positive,"The rooms were a nice size, very clean, and modern. We had both a family room and a double room, and they were perfect for our quick stay.",True
246.0,Staff,The owners were very friendly and helpful. ,Positive,Positive,The owners were very friendly and helpful. the chef was very friendly.,True
246.0,Taxi-issue,,,Negative,"The taxi driver had a hard time finding it to drop us off, as it’s amongst several apartment buildings on a small side street., The taxi drivers GPS had trouble finding it, but eventually we did.",False
247.0,Location,,,Positive,very good location,False
247.0,Off,very good location,Positive,,,False
247.0,Room,,,Negative,cleanliness,False
247.0,Room,cleanliness,Positive,,,False
248.0,Facility,,,Negative,"Lack of decent TV channels, only in the evening (past 9 pm) you can actually find something to watch. There are only ~10 channels, half in Greek and half in Russian, and maybe one or two in English (in the evenings)",False
248.0,Off,"Absolutely everything was great!!!!!!!!!,  I didn't want to leave my room!! Also thank you for taxi, it arrived right in time!",Positive,Positive,Absolutely everything was great!!!!!!!!!,True
248.0,Room,"Lack of decent TV channels, only in the evening (past 9 pm) you can actually find something to watch. There are only ~10 channels, half in Greek and half in Russian, and maybe one or two in English (in the evenings)",Negative,,,False
248.0,Room,"Bed was soooooooo comfortable,",Positive,Positive,"Bed was soooooooo comfortable, I didn't want to leave my room!!",True
248.0,Staff,"Staff super kind, professional, polite and helpful. ",Positive,Positive,"Staff super kind, professional, polite and helpful.",True
248.0,Taxi-issue,,,Positive,"thank you for taxi, it arrived right in time!",False
249.0,Off,All,,,,False
251.0,Staff,friendly staff,Positive,Positive,friendly staff,True
252.0,Facility,Exceptionally clean and brand new. ,Positive,,,False
252.0,Food,Breakfast was freshly made and delicious.,Positive,Positive,Breakfast was freshly made and delicious.,True
252.0,Room,Exceptionally clean and brand new. ,Positive,Positive,Exceptionally clean and brand new.,True
252.0,Staff, Everyone very friendly,Positive,Positive,Everyone very friendly,True
254.0,Facility,Wonderful modern family run small hotel.,Positive,Positive,Wonderful modern family run small hotel.,True
254.0,Location, It’s very close to the airport which worked for us.,Positive,Positive,It’s very close to the airport which worked for us.,True
254.0,Room,"The rooms are spotless, the shower fantastic. The pictures are very true to life.",Positive,Positive,"The rooms are spotless, the shower fantastic. The pictures are very true to life.",True
254.0,Staff,The family were so helpful.,Positive,Positive,The family were so helpful.,True
256.0,Off,nothing,,,,False
256.0,Room,clean and modern,Positive,Positive,clean and modern,True
257.0,Facility,"Very modern, clean hotel
",Positive,,,False
257.0,Location,"Great location, quiet
",Positive,Positive,"Great location, quiet",True
257.0,Room,,,Positive,"Very modern, clean hotel",False
257.0,Staff,Lovely staff,Positive,Positive,Lovely staff,True
259.0,Location,excellent location near airport then easy drive into larnaca.,Positive,Positive,excellent location near airport then easy drive into larnaca.,True
259.0,Room,only thing was the bathroom floor got wet from the shower and became very slippery. needs two foot towels rather than just one.,Negative,Negative,the bathroom floor got wet from the shower and became very slippery. needs two foot towels rather than just one.,True
259.0,Staff,very friendly and helpful staff.,Positive,Positive,very friendly and helpful staff.,True
260.0,Food,delicious breakfast.,Positive,Positive,delicious breakfast.,True
260.0,Location,10 mins walk to Mackenzie Beach and 40 mins (3 km) walk to downtown on a nice promenade.,Positive,Positive,10 mins walk to Mackenzie Beach and 40 mins (3 km) walk to downtown on a nice promenade.,True
260.0,Room,Very comfortable beds.,Positive,Positive,Very comfortable beds.,True
260.0,Staff,"Friendly staff,",Positive,Positive,Friendly staff,True
262.0,Check-in,,,Positive,we arrived late.,False
262.0,Food,and had a terrific breakfast on the terrace,Positive,Positive,had a terrific breakfast on the terrace.,True
262.0,Location,The hotel was close to the airport - 6 minutes by taxi (€20) - and we arrived late. ,Positive,Positive,The hotel was close to the airport - 6 minutes by taxi.,True
262.0,Off,"location.
 We booked the hotel to facilitate a stop over due to a late flight into Larnaca before travelling onto our holiday villa. What a pleasant surprise, Nice start to our holiday highly recommenced, Nothing",,,,False
262.0,Price,,,Positive,6 minutes by taxi (€20).,False
262.0,Room,"Clean,  We slept well in a comfy clean bed",Positive,Positive,showed us to a really nice room with a balcony over the front of the hotel. We slept well in a comfy clean bed.,True
262.0,Staff,"great attentive staff, The staff could not be more helpful and showed us to a really nice room with a balcony over the front of the hotel, before they arranged a car for us to get back to the airport to collect our hire car.",Positive,Positive,great attentive staff. The staff could not be more helpful.,True
263.0,Room,room was big enough with comfy beds for family of four; liked having a small balcony for outdoor space.,Positive,Positive,room was big enough with comfy beds for family of four; liked having a small balcony for outdoor space.,True
264.0,Room,clean and comfortable beds.,Positive,Positive,clean and comfortable beds.,True
264.0,Staff,Friendly staff.,Positive,Positive,Friendly staff.,True
266.0,Room,it’s clean ,Positive,Positive,it’s clean,True
266.0,Staff,and very nice crew,Positive,Positive,very nice crew,True
267.0,Facility,The hotel was basic but clean and comfortable.,Positive,,,False
267.0,Room,,,Positive,The hotel was basic but clean and comfortable.,False
267.0,Staff,Helpful staff arranged a taxi for us from the airport to the hotel.,Positive,Positive,Helpful staff arranged a taxi for us from the airport to the hotel.,True
268.0,Facility,La Veranda has been recently refurbished ,Positive,Positive,La Veranda has been recently refurbished.,True
268.0,Food,"Good breakfast available if required,",Positive,Positive,Good breakfast available if required.,True
268.0,Location,Easy walk to Mackenzie Beach and short journey from airport.,Positive,Positive,Easy walk to Mackenzie Beach and short journey from airport.,True
268.0,Off,"Nothing to much trouble, Nothing really.",,,,False
268.0,Room,"and the rooms and bathroom, were both modern and comfortable, balcony with sea view.",Positive,Positive,"rooms and bathroom, were both modern and comfortable, balcony with sea view.",True
268.0,Staff,staff extremely helpful and friendly.,Positive,Positive,staff extremely helpful and friendly. Nothing to much trouble.,True
270.0,Facility,It was easy at the time to park car outside. ,Positive,,,False
270.0,Location,,,Positive,It was easy at the time to park car outside.,False
270.0,Room,"Clean rooms,",Positive,Positive,Clean rooms,True
270.0,Staff,helpful staff.,Positive,Positive,helpful staff,True
271.0,Location,Location very convenient. Near the beach and the Restaurants. Public Bus station at 30 meters from the hotel. Also very close to the airport.,Positive,Positive,Location very convenient. Near the beach and the Restaurants. Public Bus station at 30 meters from the hotel. Also very close to the airport.,True
272.0,Booking-issue,,,Positive,All was great,False
272.0,Check-in,,,Positive,All was great,False
272.0,Check-out,,,Positive,All was great,False
272.0,Facility,La Veranda Hotel is very comfortable and clean.,Positive,Positive,All was great,True
272.0,Food,The Breakfast is so delicious,Positive,Positive,"The Breakfast is so delicious, All was great",True
272.0,Location,Great location !! Near Mackenzie beach and very close to the center.,Positive,Positive,"Great location !! Near Mackenzie beach and very close to the center., All was great",True
272.0,Off,,,Positive,I highly recommend😁,False
272.0,Off," I highly recommend, Nothing. All was great",,,,False
272.0,Price,,,Positive,All was great,False
272.0,Room,,,Positive,"La Veranda Hotel is very comfortable and clean., All was great",False
272.0,Staff, The staff is very nice,Positive,Positive,"The staff is very nice 😃, All was great",True
272.0,Taxi-issue,,,Positive,All was great,False
273.0,Facility,,,Positive,"this is one of the best hotels in the region, if not the best. Would definitely recommend it!",False
273.0,Off,"It's my second time at La Veranda and I can honestly say that this is one of the best hotels in the region, if not the best. Would definitely recommend it!",,,,False
274.0,Off,,,Positive,I had a wonderful experience at the La Veranda Hotel. Thank you! Will recommend to my colleagues!,False
274.0,Off,"I had a wonderful experience at the La Veranda Hotel., Thank you! Will recommend to my colleagues!",,,,False
274.0,Staff,"Every staff member I encountered, from the valet to the check- in to the cleaning staff were delightful and eager to help! ",Positive,Positive,"Every staff member I encountered, from the valet to the check-in to the cleaning staff were delightful and eager to help!",True
275.0,Location,,,Positive,I highly recommend this hotel for anyone visiting downtown!!,False
275.0,Off,I highly recommend this hotel for anyone visiting downtown!!,,,,False
275.0,Room,"The rooms were clean, very comfortable, ",Positive,Positive,"The rooms were clean, very comfortable.",True
275.0,Staff,and the staff was amazing. They went over and beyond to help make my stay enjoyable.,Positive,Positive,the staff was amazing. They went over and beyond to help make my stay enjoyable.,True
277.0,Facility,,,Negative,"Wanted to have in the shower shampoo, body soap and hair conditioner. Really?!",False
277.0,Room,"Wanted to have in the shower shampoo, body soap and hair conditioner. The staff explained that the dispancer in the shower holds 3 in 1. Really?!",Negative,,,False
277.0,Staff,,,Negative,The staff explained that the dispenser in the shower holds 3 in 1.,False
277.0,Staff,"The staff is always very helpful, exceptional!",Positive,Positive,"The staff is always very helpful, exceptional!",True
278.0,Facility,The hotel was clean ,Positive,,,False
278.0,Food,and the food was superb. ,Positive,Positive,the food was superb.,True
278.0,Location,and easy for the airport.,Positive,Positive,The hotel was clean and easy for the airport.,True
278.0,Staff,"The staff were wonderful, so friendly and welcoming ",Positive,Positive,"The staff were wonderful, so friendly and welcoming.",True
279.0,Facility,The hotel is in a residential neighborhood of apartments and is modern. ,Positive,,,False
279.0,Food,Breakfast is not included in the hotel cost. (no menu - you get whatever is served). ,Negative,Negative,Breakfast is not included in the hotel cost.,True
279.0,Food,"However, there is small restaurant within the hotel lobby that charged $10 euros for a very nice hot breakfast ",Positive,Positive,there is small restaurant within the hotel lobby that charged $10 euros for a very nice hot breakfast (no menu - you get whatever is served).,True
279.0,Location,The hotel is in a residential neighborhood of apartments and is modern. The hotel is approx 10 minute drive from the airport and 20 minute drive from the historical area.,Positive,Positive,The hotel is in a residential neighborhood of apartments and is modern. The hotel is approx 10 minute drive from the airport and 20 minute drive from the historical area.,True
279.0,Room,The bed linens were wonderful and the mattress was neither too hard or soft.,Positive,Positive,The bed linens were wonderful and the mattress was neither too hard or soft.,True
281.0,Location,This hotel is in a great location for the airport and restaurants. ,Positive,Positive,This hotel is in a great location for the airport and restaurants.,True
281.0,Room,,,Positive,I was able to keep my room for longer without a problem.,False
281.0,Staff,"The owner and staff are so welcoming and helpful. Taking time to print off flight documentation, booking taxis and even when my flight was cancelled, I was able to keep my room for longer without a problem.",Positive,Positive,"The owner and staff are so welcoming and helpful. Taking time to print off flight documentation, booking taxis and even when my flight was cancelled,",True
282.0,Facility,"Very nice hotel,",Positive,,,False
282.0,Food,Tasty breakfast.,Positive,Positive,Tasty breakfast.,True
282.0,Location,"close to the beach, but situated in a quiet place",Positive,Positive,"Very nice hotel, close to the beach, but situated in a quiet place.",True
282.0,Staff,"Helpful, friendly staff.",Positive,Positive,"Helpful, friendly staff.",True
284.0,Check-in,,,Positive,was flexible with our schedule.,False
284.0,Facility,"La Veranda was very clean, and was flexible with our schedule. ",Positive,,,False
284.0,Location,"There are a series of delicious and fun restaurants on the beach quite close to the hotel, which the staff of the hotel kindly told us about.",Positive,Positive,There are a series of delicious and fun restaurants on the beach quite close to the hotel.,True
284.0,Room,The view from the rooms,Negative,,,False
284.0,Room,"provided everything needed (even a bottle of water in the room!), ",Positive,Positive,"La Veranda was very clean, provided everything needed (even a bottle of water in the room!), The view from the rooms",True
284.0,Staff,The staff was excellent.,Positive,Positive,The staff was excellent. The staff of the hotel kindly told us about restaurants.,True
285.0,Facility,Clean and nice place,Positive,,,False
285.0,Room,It takes too long hot water to reach tap/shower in the room,Negative,Negative,It takes too long hot water to reach tap/shower in the room,True
285.0,Room,,,Positive,Clean and nice place,False
286.0,Location,Very convenient location for arriving at the airport.,Positive,Positive,Very convenient location for arriving at the airport.,True
287.0,Facility,Allowed to take dog was the reason for booking.,Positive,Positive,Allowed to take dog was the reason for booking.,True
287.0,Price,"Good value.
 ",Positive,Positive,Good value.,True
287.0,Room,Some smell from bathroom/water.,Negative,Negative,Some smell from bathroom/water.,True
287.0,Room,"Very clean, nice bed and linen.
 ",Positive,Positive,"Very clean, nice bed and linen.",True
288.0,Facility,Boutique hotel ,Positive,,,False
288.0,Food,"Good, tasty breakfest.",Positive,Positive,"Good, tasty breakfest.",True
288.0,Location,but quite distant from the city center. ,Negative,Negative,Only few kilometers from the airport but quite distant from the city center.,True
288.0,Location,"Boutique hotel in the quiet area, Only few kilometers from the airport but quite distant from the city center. On the other hand - close to salt lake to have opportunity to watch flamings.",Positive,Positive,"Boutique hotel in the quiet area., close to salt lake to have opportunity to watch flamings.",True
288.0,Staff,Staff was friendly and helpful,Positive,Positive,Staff was friendly and helpful.,True
291.0,Location,Close to the airport,Positive,Positive,Close to the airport,True
291.0,Room,Very clean and cozy,Positive,Positive,Very clean and cozy,True
