ID,Topics,Text_answer,NegPos_answer,NegPos_output,Text_output,Topic_Match
103,Room,No soap or shampoo in the shower. There was hand soap instead.,Negative,Negative,No soap or shampoo in the shower. There was hand soap instead.,True
103,Room,The room was recently refurbished and very spatious. Nice view of the salt lake by the terrace.  Sinks and toilette separated by a door inside the bathroom.,Positive,Positive,"The room was recently refurbished and very spacious., Nice view of the salt lake by the terrace., Sinks and toilette separated by a door inside the bathroom.",True
104,Location,,,Positive,Quiet place,False
104,Room,good rooms,Positive,Positive,good rooms,True
105,Room,the rooms were very clean and the bathroom was spacious.,Positive,Positive,"the rooms were very clean., the bathroom was spacious.",True
105,Staff,The staff was super nice,Positive,Positive,The staff was super nice.,True
106,Location,the proximity to the airport,Positive,Positive,the proximity to the airport.,True
106,Room,very comfortable beds.,Positive,Positive,very comfortable beds.,True
106,Staff,The hotel staff should learn better English ,Negative,Negative,"The hotel staff should learn better English - confusing the term 'fridge' and 'freezer' can be fatal for a person with diabetes. The team froze our insulin, meaning it was unusable.",True
107,Food,Breakfast was excellent.,Positive,Positive,Breakfast was excellent.,True
107,Location,Very convenient for the airport,Positive,Positive,Very convenient for the airport.,True
107,Room,Rooms large and newly redecorated in a contemporary style. Bed very comfortable,Positive,Positive,"Rooms large and newly redecorated in a contemporary style., Bed very comfortable.",True
109,Facility,,,Positive,Clean hotel.,False
109,Location,Great location for overnight stay for late flights. ,Positive,Positive,Great location for overnight stay for late flights.,True
109,Room,"Clean hotel, lovely rooms with comfortable beds. ",Positive,Positive,lovely rooms with comfortable beds.,True
109,Staff,Very helpful staff,Positive,Positive,Very helpful staff.,True
110,Check-in,the self check in was very easy.,Positive,Positive,the self check in was very easy.,True
110,Facility,,,Positive,"the building is completely refurbished, it is confortable",False
111,Location,Excellent for airport and Mackenzie beach ,Positive,Positive,Excellent for airport and Mackenzie beach.,True
111,Room,spotlessly clean.,Positive,Positive,spotlessly clean.,True
112,Facility,,,Positive,recently refurbished,False
112,Food,"very nice restaurant, good food and service",Positive,Positive,"very nice restaurant, good food",True
112,Staff,,,Positive,good service,False
113,Room,Very nice clean rooms,Positive,Positive,Very nice clean rooms.,True
113,Staff,Staff excellent and accommodating.,Positive,Positive,Staff excellent and accommodating.,True
119,Location,It's in a great location for the airport and the beach. ,Positive,Positive,It's in a great location for the airport and the beach.,True
119,Room,"The room was clean and comfortable with everything I needed including a fridge and kettle. The shower was great, the air con worked well.",Positive,Positive,"The room was clean and comfortable with everything I needed including a fridge and kettle., The shower was great, the air con worked well.",True
119,Staff,"But what made La Veranda stand out was the fantastic service, they couldn't have been friendlier, kinder or more helpful. they were able to accommodate my specific needs",Positive,Positive,"the fantastic service, they couldn't have been friendlier, kinder or more helpful and it made a massive difference for me as they were able to accommodate my specific needs, for which I was extremely grateful!",True
120,Location,close to airport,Positive,Positive,close to airport,True
120,Room,The room was small but adequate,Negative,,,False
120,Room,,,Positive,The room was small but adequate.,False
120,Staff,Helpful staff ,Positive,Positive,Helpful staff,True
122,Room,Very clean,Positive,Positive,Very clean,True
122,Staff,super friendly staff.,Positive,Positive,super friendly staff,True
123,Facility,,,Positive,Nice and simple hotel.,False
123,Location,,,Negative,The area was a little noisy when we stayed there.,False
123,Location,Very convenient location close to the airport. ,Positive,Positive,Very convenient location close to the airport.,True
123,Room,The area was a little noisy when we stayed there.,Negative,,,False
123,Staff,The front desk was very friendly and helpful.,Positive,Positive,The front desk was very friendly and helpful.,True
124,Staff,Very friendly staff,Positive,Positive,Very friendly staff,True
126,Food,The food was very tasty,Positive,Positive,The food was very tasty (I didn't have breakfast but ate dinner at the restaurant).,True
126,Location,,,Negative,It was a bit loud outside but that was just normal for summertime.,False
126,Room,It was a bit loud outside ,Negative,,,False
126,Room,"very nice bathroom, and the room was well equipped and also smelled very nice.",Positive,Positive,"very nice bathroom, and the room was well equipped and also smelled very nice.",True
126,Staff,"staff very helpful and friendly, ",Positive,Positive,staff very helpful and friendly.,True
131,Location,"The location of the hotel was a bit far from the city centre, ",Negative,Negative,The location of the hotel was a bit far from the city centre.,True
131,Location,,,Positive,"you can take the 425 bus, which arrives fairly often at the station near the hotel.",False
131,Room,The room was very clean. ,Positive,Positive,The room was very clean. Using the air conditioner was great after a hot day outside.,True
131,Staff,The staff was very nice.,Positive,Positive,The staff was very nice.,True
133,Facility,no swimming pool,Negative,Negative,if the hotel had swimming pool it would be perfect,True
133,Price,,,Positive,good value for money,False
133,Room,,,Positive,the room was clean & the bed were comfortable,False
133,Staff,,,Positive,the lady in reception (Maria) was VERY helpful,False
137,Location,great location,Positive,Positive,great location.,True
137,Room,The smell in the bathroom,Negative,,,False
137,Room,Room was clean and the bed was comfortable ,Positive,Positive,Room was clean and the bed was comfortable.,True
137,Staff,Friendly staff ,Positive,Positive,Friendly staff.,True
138,Location,,,Positive,Great localization,False
138,Room,"very clean room and bathroom,",Positive,Positive,very clean room and bathroom,True
138,Staff,"very helpful and kind personel,",Positive,Positive,very helpful and kind personel,True
139,Facility,slow elevators,Negative,Negative,slow elevators,True
139,Food,nice restaurant at the hotel with a external balcony,Positive,Positive,nice restaurant at the hotel with a external balcony,True
139,Location,the proximity to the airport,Positive,Positive,the proximity to the airport,True
150,Facility,That there is no kiosk open 24 hours close to the hotel.,Negative,,,False
150,Facility,"Everything was new, beautiful and clean.",Positive,,,False
150,Location,,,Negative,there is no kiosk open 24 hours close to the hotel.,False
150,Room,,,Positive,"Everything was new, beautiful and clean.",False
152,Check-in,there was no one in the hotel to give us keys and the door was locked. ,Negative,Negative,We had a late check in and there was no one in the hotel to give us keys and the door was locked. We had to ask the taxi driver to make the call because it was cyprus number.,True
152,Location,,,Positive,"Close to the bars near the sea, close to the airport.",False
152,Room,,,Positive,clean rooms.,False
154,Facility,,,Negative,Would have liked more TV channels like RT Russia Today.,False
154,Food,,,Positive,Good food.,False
154,Room,Would have liked more TV channels like RT Russia Today,Negative,,,False
154,Staff,,,Positive,Lovely staff.,False
171,Facility,when I came but the hotel doesn't have it's own parking lot so sometimes it might be difficult to find a parking spot.,Negative,Negative,the hotel doesn't have its own parking lot so sometimes it might be difficult to find a parking spot.,True
171,Facility,,,Positive,Another plus is the electronic system for saying if you want to clean-up your room or you don't want to be disturbed.,False
171,Location,,,Positive,"Very nice place, just few steps from the salt lake and the McKenzie Beach (with shallow water, good for people who are not too good swimmers, a lot of cafes and bars nearby).",False
171,Staff,,,Positive,The staff was very welcoming as well.,False
179,Location,,,Positive,"Close to local restaurants and beach., Quiet.",False
179,Room,Better TV channel selection would have been good for evening.,Negative,Negative,Better TV channel selection would have been good for evening.,True
179,Room,,,Positive,Very clean.,False
180,Food,,,Positive,delicious breakfast (great freshly made croissants),False
180,Room,AC was a bit loud and the people in the next hotel were also loud to be heard from our room,Negative,Negative,"AC was a bit loud., the people in the next hotel were also loud to be heard from our room.",True
180,Room,,,Positive,"Sparkling clean, comfy bed",False
180,Staff,,,Positive,friendly staff,False
190,Check-in,,,Positive,We had a very late (1am) self check-in which worked very well.,False
190,Facility,,,Positive,A very modern and contemporary hotel.,False
190,Food,,,Positive,Excellent breakfast.,False
190,Location,,,Positive,Conveniently located.,False
190,Room,"Our room was rather small and lacked a balcony, ",Negative,Negative,Our room was rather small and lacked a balcony.,True
195,Facility,,,Positive,new and modern,False
195,Location,Not too close to the beach ,Negative,Negative,Not too close to the beach.,True
195,Location,,,Positive,Perfect for pre or post airport stays.,False
195,Room,,,Positive,"Clean, spacious",False
195,Staff,,,Positive,friendly,False
196,Price,,,Negative,there was a promotion from booking.com which didn't apply and we payed 80 euro more. After that I checked a new dates to book and we had similar number and if we do it it will be the same. This is a big fraud.,False
196,Room,The mattresses were hard.,Negative,Negative,The mattresses were hard.,True
208,Location,,,Positive,"quiet area, easy to find parking places",False
208,Room,"there was hair on the floor from previous visitors, it should be better cleaner .",Negative,Negative,"there was hair on the floor from previous visitors, it should be better cleaner.",True
209,Food,,,Positive,we loved the breakfast,False
209,Room,"it was a bit noisy
 we could here everything",Negative,Negative,it was a bit noisy we could hear everything.,True
209,Room,,,Positive,it was a really nice room,False
209,Staff,,,Positive,very friendly people,False
213,Food,,,Positive,The food was very good.,False
213,Room,In the bathroom smelled bad,Negative,Negative,In the bathroom smelled bad.,True
213,Staff,,,Positive,the chef is kind.,False
433,Check-out,,,Negative,"we got a call that prompted us to check out at the normal time (12pm) as the next customers would arrive. I exllained thay we have been granted late check out and the clerk apologised. No problem for this, but I find it important to keep staff updated about these things.",False
433,Check-out,,,Positive,we have requested late check out (1pm) which we got and we appreciate it.,False
433,Facility,"there is no designated parking, you just park wherever you find",Negative,Negative,"there is no designated parking, you just park wherever you find",True
433,Room,,,Negative,"the shower of our room is very inconviniently placed, making a mess because of insufficient coverage of the bathroom glass, the edges of the shower (between wall tiles and the shower floor) need replacement - they are hollow and seem moldy, the bin is rusty, the mirror is weirdly placed, on the right of the sink, due to the placement of the curtains, a lot of light gets in the room in the morning",False
433,Room,,,Positive,I also liked the size of the room and the bed.,False
433,Staff,,,Positive,I really liked how polite and friendly the staff was.,False
436,Location,,,Positive,Central location.,False
436,Price,"Overpriced for such small room, For that money for which I used to pay better hotels",Negative,Negative,For that money for which I used to pay better hotels in Valencia you get one small water bottle.,True
436,Room,"Size of the room is one of the smallest I have ever seen. There is no space for the suitcase nor a wardrobe. No sitting area.
 There is a terrace which Sun hits all the time,",Negative,Negative,"Size of the room is one of the smallest I have ever seen., There is no space for the suitcase nor a wardrobe. No sitting area., There is a terrace which Sun hits all the time, except for the early morning.",True
436,Room,,,Positive,The room was perfectly clean.,False
436,Staff,,,Positive,Maria and Richard are really great hosts! Very kind and hospitable. Maria has offered an adapter immediately.,False
437,Food,No breakfast included. We tried it one time at their restaurant and it was low quality compared to an original greek breakfast.,Negative,Negative,"No breakfast included., it was low quality compared to an original greek breakfast. Didn't eat there again.",True
437,Price,For what you get it was a bit expensive. ,Negative,Negative,For what you get it was a bit expensive.,True
437,Room,The rooms were a bit small for a suite. ,Negative,Negative,The rooms were a bit small for a suite.,True
437,Room,,,Positive,"It was clean, the beds were comfortable.",False
439,Food,Restaurant was offering a rather narrow set of choices compared to what was listed on the menu.,Negative,Negative,Restaurant was offering a rather narrow set of choices compared to what was listed on the menu.,True
439,Food,,,Positive,Restaurant stayed open reasonably late so I could eat after an evening arrival.,False
439,Location,,,Positive,Usefully located hotel in between city centre and airport.,False
439,Room,Room quite small.,Negative,Negative,Room quite small.,True
447,Room,The bed and pillows were very uncomfortable and the telly was not working properly,Negative,Negative,"The bed and pillows were very uncomfortable., the telly was not working properly.",True
447,Staff,,,Positive,the staff were lovely,False
453,Check-in,Waited 10 minutes for someone to come greet us for check in,Negative,,,False
453,Location,,,Positive,close to mackenzie beach,False
453,Room,"Safe didn’t work, back door balcony in other bedroom wouldn’t lock, do not disturb sign didn’t work (electronic) 
 asked for double bed and got two single beds next to eachother 
 very noisy guests. ",Negative,Negative,"Safe didn’t work, back door balcony in other bedroom wouldn’t lock, do not disturb sign didn’t work (electronic), asked for double bed and got two single beds next to each other, very noisy guests",True
453,Staff,,,Negative,"Waited 10 minutes for someone to come greet us for check in, no one on desk, Guy on desk told us we had not paid but we did, he took a picture of my passport which no hotel does at all which was very strange",False
454,Location,Very noisy neighborhood,Negative,Negative,Very noisy neighborhood.,True
455,Facility,,,Negative,"the pool not even to be considered., the overall hotel installation is badly maintained., The lift broke.",False
455,Location,"The location was not great, It’s in front of a pension and so close that people could see the colour of my underwear. ",Negative,Negative,"The location was not great, It’s in front of a pension and so close that people could see the colour of my underwear.",True
455,Location,,,Positive,you can easily pass here one night before flying back.,False
455,Room,The aircon was too strong. Very noisy,Negative,Negative,"The aircon was too strong so we’d opened the windows, big mistake! Very noisy (I’ve asked quiet room).",True
455,Room,,,Positive,"It’s clean., The pictures of the room are accurate.",False
455,Staff,the guy was offended becawe asked to see the room before paying….,Negative,Negative,the guy was offended because we asked to see the room before paying.,True
456,Facility,,,Positive,Peaceful and good for couples and backpackers.,False
456,Food,No free breakfast option. ,Negative,Negative,No free breakfast option.,True
456,Food,,,Positive,The sandwiches and hummus by the chef were delicious.,False
456,Location,,,Positive,"Location is good and Convenient by taxi to city Center, airport and beach.",False
456,Price,,,Negative,when I booked this property in advance it was a higher price but booking.com reduced the price before my travel date and the hotel refused to accept the lower price which I felt was unfair for me as they charged twice for cancellation and rebooking.,False
456,Room,"They need to put a lock to the bathroom and a shower glass door inside or else it gets messy.
 -wifi is not good",Negative,Negative,"They need to put a lock to the bathroom and a shower glass door inside or else it gets messy., wifi is not good.",True
456,Room,,,Positive,rooms are very well maintained.,False
456,Staff,,,Positive,"Mrs Tony does a fabulous job keeping the place spotless and making the guests comfortable., The helps are amazing too. Thanks to all at the hotel who work hard to keep it in good condition.",False
457,Room,The way room are furnished is not comfortable,Negative,Negative,The way room are furnished is not comfortable.,True
458,Facility,facilities are limited. ,Negative,Negative,"facilities are limited., Noisy., Probably renovation work was in progress so, some items were not ready.",True
458,Food,Limited food options,Negative,Negative,Limited food options.,True
458,Room,"Noisy. Probably renovation work was in progress so, some items were not ready. Example, there is no rod for hangers in the wardrobe, the safe wasn’t fixed.",Negative,Negative,"there is no rod for hangers in the wardrobe, the safe wasn’t fixed.",True
459,Room,"TV did not work, garbage truck passes at 3 a.m with an incredible noise.",Negative,Negative,"TV did not work., garbage truck passes at 3 a.m with an incredible noise.",True
459,Room,,,Positive,"Very comfortable bed, room very new and comfortable.",False
460,Location,,,Positive,Location was excellent.,False
460,Price,Rate was very expensive for what it offered.,Negative,Negative,Rate was very expensive for what it offered.,True
460,Room,"No cleaning service the 4 days I stayed, no emptying garbage can and also had to ask for fresh towels. There were not even hangers for clothes in the closet",Negative,Negative,"No cleaning service the 4 days I stayed, no emptying garbage can and also had to ask for fresh towels., There were not even hangers for clothes in the closet.",True
460,Room,,,Positive,Room was very clean upon arrival.,False
460,Staff,,,Positive,staff was very polite.,False
461,Facility,,,Negative,Our plumbing had complications twice.,False
461,Room,Our plumbing had complications twice. ,Negative,,,False
461,Staff,,,Negative,"the cleaning crew cleaned out our rooms and threw out a box of cookies next to our bags that was meant to be a gift., the owners brought them out of the trash room and offered to spray them as if that would be acceptable for an edible gift during COVID pandemic cautions., It was nice that they tried, but they should be refunding us for the cookies we lost.",False
461,Staff,,,Positive,"The people working there were kind and responsive., I feel bad writing a negative review because they were kind.",False
474,Facility,,,Negative,if you're lucky you may have the only one parking in the side.,False
474,Food,Very poor lunch (breakfast),Negative,Negative,Very poor lunch (breakfast).,True
474,Price,"Overpriced for its facilities,",Negative,Negative,Overpriced for its facilities.,True
474,Room,,,Positive,"Clean, smart devices.",False
475,Room,"The floor is not cleaned enough, full of dust, water does not drain and floods the room",Negative,Negative,"The floor is not cleaned enough, full of dust., water does not drain and floods the room.",True
483,Location,,,Positive,"In a very good location, close to the airport, especially if you have an early or late flight, and also close to the beach.",False
483,Room,"The main reason for not giving the highest rating is the noise. From the neighboring hotels/houses, they showered at any time of the day and made unpleasant noise. There were problems with the sealing and closing of the window.",Negative,Negative,"The main reason for not giving the highest rating is the noise. From the neighboring hotels/houses, they showered at any time of the day and made unpleasant noise., There were problems with the sealing and closing of the window.",True
483,Staff,,,Positive,The staff are extremely friendly and always happy to help when needed. They were always ready to answer any of our questions.,False
484,Location,Just a bit far from town,Negative,,,False
484,Room,Room a bit small,Negative,,,False
491,Location,,,Positive,good location for the airport.,False
491,Room,The noise. The rooms are poorly soundproofed. We hear the neighbors moving.,Negative,Negative,The rooms are poorly soundproofed. We hear the neighbors moving.,True
491,Room,,,Positive,"Practical rooms, balconies in each room.",False
491,Staff,,,Positive,Listening staff.,False
492,Location,,,Positive,"Hotel near the airport, ideal for a late arrival or a very early departure., near the airport.",False
492,Room,"bed duvet much too thick, we suffocate underneath! Very hard bed. Noisy, due to the heavy use of tiling and the steady stream of travelers arriving/departing for the airport throughout the night.",Negative,Negative,"bed duvet much too thick, we suffocate underneath! Very hard bed., Noisy, due to the heavy use of tiling and the steady stream of travelers arriving/departing for the airport throughout the night.",True
510,Location,,,Positive,Proximity to the airport,False
510,Price,,,Positive,cheap,False
510,Room,"Cramped, the third bed for a child is more suitable for a baby, minimalist room accessories",Negative,Negative,"Cramped, the third bed for a child is more suitable for a baby., minimalist room accessories.",True
510,Room,,,Positive,clean,False
521,Room,The air conditioner does not cool enough,Negative,Negative,The air conditioner does not cool enough.,True
521,Room,,,Positive,"Very clean, well organized, nothing missing, pleasant balcony, comfortable mattress.",False
521,Staff,,,Positive,nice hosts,False
538,Check-in,,,Positive,We arrived in the middle of the night and were able to get into the room via self-check-in without any problems.,False
538,Location,,,Positive,"Good location close to the airport - easily accessible by taxi, there is also a bus route nearby.",False
538,Room,Rooms may be a bit small for a longer stay,Negative,,,False
540,Location,,,Positive,"Location is very close to the beach, Very close to the airport, like 8 minutes by car.",False
540,Room,Room a little smaller than average,Negative,Negative,Room a little smaller than average.,True
540,Room,,,Positive,"Really soft bed and pillows., large bathroom and shower.",False
540,Staff,,,Positive,very kind staff on the last day kept our suitcases in custody for the whole day.,False
543,Facility,Little parking nearby arriving in the evening,Negative,,,False
543,Location,,,Negative,Little parking nearby arriving in the evening.,False
543,Room,,,Positive,recently refurbished rooms.,False
548,Food,Have to pay for breakfast,Negative,Negative,Have to pay for breakfast,True
548,Food,,,Positive,Arabic food,False
560,Location,,,Positive,Excellent location near the airport. Good for an overnight stay after a late or early morning flight.,False
560,Room,There was no hot water the two nights. ,Negative,Negative,There was no hot water the two nights we slept there.,True
560,Staff,,,Negative,"even when we complained, they said they took care of it and it wasn't taken care of.",False
562,Location,,,Positive,close to Larnaca airport and it was really convenient to stop there because our flight landed in the middle of the night.,False
562,Room,The water in the bath is cold!!!!!! ,Negative,Negative,The water in the bath is cold.,True
562,Room,,,Positive,The room is really clean.,False
572,Facility,The elevator. it needs more cleaning and maybe a complete renovation would be better.,Negative,Negative,The elevator needs more cleaning and maybe a complete renovation would be better.,True
572,Staff,,,Positive,"Friendly people both at the reception and in the restaurant, willing to serve.",False
581,Facility,Difficulty finding parking,Negative,Negative,Difficulty finding parking.,True
581,Room,,,Positive,super clean,False
581,Staff,,,Positive,Welcoming by the staff,False
594,Facility,,,Positive,"There is a cozy courtyard., Parking.",False
594,Food,,,Positive,We had a delicious dinner at the hotel restaurant.,False
594,Location,"music from nightclubs, such a location, but it is close to the airport.",Negative,,,False
594,Location,,,Positive,"such a location, but it is close to the airport.",False
594,Room,,,Negative,"Very uncomfortable folding bed, the child at night could not fall asleep with it., It is also quite noisy at night - you can hear airplanes and music from nightclubs.",False
594,Room,,,Positive,"Newly refurbished, clean and tidy.",False
594,Staff,,,Positive,Nice welcoming staff. Kindly settled early.,False
596,Location,Noisy outside,Negative,,,False
603,Price,,,Positive,cheap,False
603,Room,The quality of the television image quite poor.,Negative,Negative,The quality of the television image quite poor.,True
603,Room,,,Positive,"very clean, modern room",False
613,Room,Not all rooms have a balcony. I did not have it.,Negative,,,False
617,Room,Very noisy,Negative,,,False
622,Room,we didn't have a balcony.,Negative,,,False
623,Location, night traffic in the area.,Negative,Negative,night traffic in the area.,True
623,Location,,,Positive,Good location near the airport and the beach.,False
623,Room,Noisy air conditioning,Negative,Negative,Noisy air conditioning.,True
627,Facility,,,Positive,"a stunning hotel, an aesthetic and clean place with innovative and interesting service that you can really request at the push of a button that you won't be able to hear the bell.",False
627,Location,A bit far from the city center,Negative,Negative,A bit far from the city center.,True
627,Location,,,Positive,it's a stunning place.,False
627,Price,,,Positive,taxis cost us the same price from anywhere in the city so it's not critical.,False
627,Staff,,,Positive,"I loved the staff, they always greeted us with a smile, they were really nice, they always responded to the help we needed, they called us a taxi, they didn't charge me again because I lost my room ticket.",False
630,Facility,,,Negative,Wifi was weak at times.,False
630,Room,Wifi was weak at times.,Negative,,,False
630,Staff,,,Positive,Very friendly and helpful Staff.,False
644,Location,,,Positive,perfect location (near the airport).,False
644,Room,There was no hair dryer,Negative,Negative,There was no hair dryer.,True
644,Room,,,Positive,"Very clean, comfortable bed, very comfortable bed, tea and coffee in the room.",False
644,Staff,,,Positive,very friendly welcome.,False
648,Facility,Maybe the reception needs improvement. It is very old furniture,Negative,Negative,It is very old furniture.,True
648,Staff,,,Negative,Maybe the reception needs improvement.,False
648,Staff,,,Positive,Nice staff.,False
649,Facility,,,Positive,"New hotel., Other than that everything was fine and met our expectations.",False
649,Location,,,Positive,"The hotel is located near the airport., there was no noise from the street, and the sound from landing / taking off planes did not particularly bother us.",False
649,Room,"The room was small, could have been a bit more spacious. ",Negative,Negative,"The room was small, could have been a bit more spacious.",True
649,Room,,,Positive,Clean comfortable room.,False
649,Staff,,,Positive,Friendly staff.,False
655,Location,a bit far from city center.,Negative,Negative,a bit far from city center.,True
655,Location,,,Positive,The hotel is not far from the airport.,False
655,Room,,,Positive,"The room was very well equipped, clean, comfortable.",False
655,Staff,,,Positive,Very warm and caring welcome.,False
661,Location,Those who sleep lightly will be disturbed by the aircraft noise. ,Negative,Negative,Those who sleep lightly will be disturbed by the aircraft noise.,True
661,Location,,,Positive,Proximity to the airport.,False
661,Room,,,Positive,"small but modern rooms, good bed, very good bathroom.",False
666,Facility,,,Negative,the organized taxi came too late/ a bit chaotic.,False
666,Location,,,Positive,"Great location as I arrived very late and just wanted to sleep., Quiet location.",False
666,Room,bed a bit uncomfortable.,Negative,Negative,bed a bit uncomfortable.,True
666,Staff,,,Positive,very friendly and helpful staff/owners.,False
671,Facility,Unfortunately the pool was closed.,Negative,Negative,the pool was closed.,True
671,Facility,,,Positive,the hotel appears to have been renovated.,False
676,Location,There are few shops nearby.,Negative,Negative,There are few shops nearby.,True
676,Location,,,Positive,"Near the salt lake, about 10 minutes walk, 5-6 minutes to the sea. Quiet place. Near the airport about 4 km, by bus or car for 5-6 minutes, you can walk and walk for 50 minutes)))",False
676,Room,,,Negative,"The shower has no door or curtain. While taking a shower, drops fall on the floor., Wi-fi is enough for a phone, not enough for a laptop.",False
676,Room,,,Positive,"The room has a refrigerator, kettle, mugs (small), safe (did not use), TV (2 channels in the local language, netflix and browser).",False
676,Staff,,,Positive,"Staff SUPER!!! Responsive, kind people, you feel at home).",False
679,Room,Lots of noise from the hallway,Negative,Negative,Lots of noise from the hallway.,True
679,Room,,,Positive,"Superb room, bathroom and balcony, very comfortable.",False
679,Staff,,,Positive,the staff was top notch!,False
684,Facility,,,Negative,The noise of the discotheque.,False
684,Facility,,,Positive,The terrace,False
684,Location,The noise of the discotheque…,Negative,,,False
684,Staff,,,Positive,the sympathy of the restaurant manager,False
690,Location,,,Negative,At 3 o'clock in the morning we woke up from the fact that the garbage truck loaded the tanks.,False
690,Location,,,Positive,Very convenient location. Not far from the airport and from the sea.,False
690,Room,Very thin walls. ,Negative,Negative,Very thin walls. Everything is heard.,True
694,Food,,,Negative,Never had such a terrible dinner before.,False
694,Location,The area near the hotel is a wasteland,Negative,Negative,"The area near the hotel is a wasteland / wasteland. There is nothing., do not go to nearby cafes/restaurants.",True
694,Location,,,Positive,Close to the airport. Quietly we reached 3 stops on the 425 bus.,False
694,Price,,,Negative,Tomorrow is quite meager - 8 euros.,False
694,Room,"The room is very very small (3 beds at 18 meters), ",Negative,Negative,The room is very very small (3 beds at 18 meters).,True
694,Room,,,Positive,clean and tidy.,False
694,Staff,,,Positive,The hosts are very friendly.,False
698,Facility,,,Negative,The electric kettle didn't seem to work.,False
698,Location,,,Positive,"The hotel is 10 minutes from the airport which is very convenient for not missing your flight., the hotel is well located for the restaurants in the area.",False
698,Room,The electric kettle didn't seem to work.,Negative,,,False
698,Staff,,,Positive,The welcome was very warm and efficient.,False
702,Food,,,Positive,good cook,False
702,Room,room a bit small. ,Negative,Negative,"room a bit small., son of 16 had to sleep on the starter.",True
702,Staff,,,Positive,Nice staff,False
707,Facility,,,Positive,"New hotel, renovated",False
707,Room,Small room for a family,Negative,Negative,Small room for a family.,True
707,Room,,,Positive,soft blankets,False
711,Check-out,,,Positive,possibility for late check out,False
711,Facility,"Swimming pool , small and dirty",Negative,Negative,"Swimming pool, small and dirty.",True
711,Staff,,,Positive,very nice staff,False
716,Room,Lack of adapters for sockets in the rooms.,Negative,Negative,Lack of adapters for sockets in the rooms.,True
716,Room,,,Positive,New and clean rooms.,False
716,Staff,,,Positive,"Very pleasant staff., the staff promised to fix it.",False
718,Facility,,,Positive,Great place.,False
718,Location,,,Positive,Close to Mackenzie beach and salt lake. 10 minutes to the airport by bus or taxi.,False
718,Room,No trash can in the room,Negative,Negative,No trash can in the room.,True
718,Staff,,,Positive,very nice staff.,False
723,Facility,,,Positive,It was simple and beautiful.,False
723,Room,There were no TV channels,Negative,Negative,There were no TV channels.,True
