ID,Topics,Text_answer,NegPos_answer,NegPos_output,Text_output,Sentiment_Match
246,Staff,The owners were very friendly and helpful. ,Positive,Positive,The owners were very friendly and helpful.,True
246,Taxi-issue,,,Negative,"The taxi driver had a hard time finding it to drop us off, as it’s amongst several apartment buildings on a small side street., The taxi drivers GPS had trouble finding it, but eventually we did.",False
247,Location,,,Positive,very good location,False
247,Room,cleanliness,Positive,,,False
248,Facility,,,Negative,"Lack of decent TV channels, only in the evening (past 9 pm) you can actually find something to watch. There are only ~10 channels, half in Greek and half in Russian, and maybe one or two in English (in the evenings).",False
248,Room,"Lack of decent TV channels, only in the evening (past 9 pm) you can actually find something to watch. There are only ~10 channels, half in Greek and half in Russian, and maybe one or two in English (in the evenings)",Negative,,,False
248,Room,"Bed was soooooooo comfortable,",Positive,Positive,"Bed was soooooooo comfortable, I didn't want to leave my room!!",True
248,Staff,"Staff super kind, professional, polite and helpful. ",Positive,Positive,"Staff super kind, professional, polite and helpful.",True
248,Taxi-issue,,,Positive,"thank you for taxi, it arrived right in time!",False
251,Staff,friendly staff,Positive,Positive,friendly staff,True
252,Facility,Exceptionally clean and brand new. ,Positive,,,False
252,Food,Breakfast was freshly made and delicious.,Positive,Positive,Breakfast was freshly made and delicious.,True
252,Room,Exceptionally clean and brand new. ,Positive,Positive,Exceptionally clean and brand new.,True
252,Staff, Everyone very friendly,Positive,Positive,Everyone very friendly.,True
254,Facility,Wonderful modern family run small hotel.,Positive,Positive,Wonderful modern family run small hotel.,True
254,Location, It’s very close to the airport which worked for us.,Positive,Positive,It’s very close to the airport which worked for us.,True
254,Room,"The rooms are spotless, the shower fantastic. The pictures are very true to life.",Positive,Positive,"The rooms are spotless, the shower fantastic., The pictures are very true to life.",True
254,Staff,The family were so helpful.,Positive,Positive,The family were so helpful.,True
256,Room,clean and modern,Positive,Positive,clean and modern,True
257,Facility,"Very modern, clean hotel
",Positive,Positive,"Very modern, clean hotel",True
257,Location,"Great location, quiet
",Positive,Positive,"Great location, quiet",True
257,Staff,Lovely staff,Positive,Positive,Lovely staff,True
259,Location,excellent location near airport then easy drive into larnaca.,Positive,Positive,excellent location near airport then easy drive into larnaca.,True
259,Room,only thing was the bathroom floor got wet from the shower and became very slippery. needs two foot towels rather than just one.,Negative,Negative,the bathroom floor got wet from the shower and became very slippery. needs two foot towels rather than just one.,True
259,Staff,very friendly and helpful staff.,Positive,Positive,very friendly and helpful staff.,True
260,Food,delicious breakfast.,Positive,Positive,delicious breakfast.,True
260,Location,10 mins walk to Mackenzie Beach and 40 mins (3 km) walk to downtown on a nice promenade.,Positive,Positive,10 mins walk to Mackenzie Beach and 40 mins (3 km) walk to downtown on a nice promenade.,True
260,Room,Very comfortable beds.,Positive,Positive,Very comfortable beds.,True
260,Staff,"Friendly staff,",Positive,Positive,Friendly staff.,True
262,Food,and had a terrific breakfast on the terrace,Positive,Positive,had a terrific breakfast on the terrace.,True
262,Location,The hotel was close to the airport - 6 minutes by taxi (€20) - and we arrived late. ,Positive,Positive,The hotel was close to the airport - 6 minutes by taxi (€20).,True
262,Room,"Clean,  We slept well in a comfy clean bed",Positive,Positive,"Clean, really nice room with a balcony over the front of the hotel, comfy clean bed.",True
262,Staff,"great attentive staff, The staff could not be more helpful and showed us to a really nice room with a balcony over the front of the hotel, before they arranged a car for us to get back to the airport to collect our hire car.",Positive,Positive,"great attentive staff, The staff could not be more helpful and showed us to a really nice room, arranged a car for us to get back to the airport.",True
263,Room,room was big enough with comfy beds for family of four; liked having a small balcony for outdoor space.,Positive,Positive,room was big enough with comfy beds for family of four; liked having a small balcony for outdoor space.,True
264,Room,clean and comfortable beds.,Positive,Positive,clean and comfortable beds.,True
264,Staff,Friendly staff.,Positive,Positive,Friendly staff.,True
266,Facility,,,Positive,it’s clean,False
266,Room,it’s clean ,Positive,,,False
266,Staff,and very nice crew,Positive,Positive,very nice crew,True
267,Facility,The hotel was basic but clean and comfortable.,Positive,,,False
267,Room,,,Positive,The hotel was basic but clean and comfortable.,False
267,Staff,Helpful staff arranged a taxi for us from the airport to the hotel.,Positive,Positive,Helpful staff arranged a taxi for us from the airport to the hotel.,True
268,Facility,La Veranda has been recently refurbished ,Positive,Positive,La Veranda has been recently refurbished.,True
268,Food,"Good breakfast available if required,",Positive,Positive,Good breakfast available if required.,True
268,Location,Easy walk to Mackenzie Beach and short journey from airport.,Positive,Positive,Easy walk to Mackenzie Beach and short journey from airport.,True
268,Room,"and the rooms and bathroom, were both modern and comfortable, balcony with sea view.",Positive,Positive,"the rooms and bathroom, were both modern and comfortable, balcony with sea view.",True
268,Staff,staff extremely helpful and friendly.,Positive,Positive,staff extremely helpful and friendly. Nothing to much trouble.,True
270,Facility,It was easy at the time to park car outside. ,Positive,,,False
270,Location,,,Positive,It was easy at the time to park car outside.,False
270,Room,"Clean rooms,",Positive,Positive,Clean rooms.,True
270,Staff,helpful staff.,Positive,Positive,helpful staff.,True
271,Location,Location very convenient. Near the beach and the Restaurants. Public Bus station at 30 meters from the hotel. Also very close to the airport.,Positive,Positive,Location very convenient. Near the beach and the Restaurants. Public Bus station at 30 meters from the hotel. Also very close to the airport.,True
272,Facility,La Veranda Hotel is very comfortable and clean.,Positive,,,False
272,Food,The Breakfast is so delicious,Positive,Positive,The Breakfast is so delicious,True
272,Location,Great location !! Near Mackenzie beach and very close to the center.,Positive,Positive,Great location !! Near Mackenzie beach and very close to the center.,True
272,Room,,,Positive,La Veranda Hotel is very comfortable and clean.,False
272,Staff, The staff is very nice,Positive,Positive,The staff is very nice 😃,True
274,Staff,"Every staff member I encountered, from the valet to the check- in to the cleaning staff were delightful and eager to help! ",Positive,Positive,"Every staff member I encountered, from the valet to the check-in to the cleaning staff were delightful and eager to help!",True
275,Room,"The rooms were clean, very comfortable, ",Positive,Positive,"The rooms were clean, very comfortable.",True
275,Staff,and the staff was amazing. They went over and beyond to help make my stay enjoyable.,Positive,Positive,the staff was amazing. They went over and beyond to help make my stay enjoyable.,True
277,Room,"Wanted to have in the shower shampoo, body soap and hair conditioner. The staff explained that the dispancer in the shower holds 3 in 1. Really?!",Negative,Negative,"Wanted to have in the shower shampoo, body soap and hair conditioner. The staff explained that the dispancer in the shower holds 3 in 1. Really?!",True
277,Staff,"The staff is always very helpful, exceptional!",Positive,Positive,"The staff is always very helpful, exceptional!",True
278,Facility,The hotel was clean ,Positive,Positive,The hotel was clean.,True
278,Food,and the food was superb. ,Positive,Positive,the food was superb.,True
278,Location,and easy for the airport.,Positive,Positive,easy for the airport.,True
278,Staff,"The staff were wonderful, so friendly and welcoming ",Positive,Positive,"The staff were wonderful, so friendly and welcoming.",True
279,Facility,The hotel is in a residential neighborhood of apartments and is modern. ,Positive,,,False
279,Food,Breakfast is not included in the hotel cost. (no menu - you get whatever is served). ,Negative,Negative,Breakfast is not included in the hotel cost.,True
279,Food,"However, there is small restaurant within the hotel lobby that charged $10 euros for a very nice hot breakfast ",Positive,Positive,there is small restaurant within the hotel lobby that charged $10 euros for a very nice hot breakfast (no menu - you get whatever is served).,True
279,Location,The hotel is in a residential neighborhood of apartments and is modern. The hotel is approx 10 minute drive from the airport and 20 minute drive from the historical area.,Positive,Positive,The hotel is in a residential neighborhood of apartments. The hotel is approx 10 minute drive from the airport and 20 minute drive from the historical area.,True
279,Room,The bed linens were wonderful and the mattress was neither too hard or soft.,Positive,Positive,"The bed linens were wonderful and the mattress was neither too hard or soft., The hotel is modern.",True
281,Check-out,,,Positive,I was able to keep my room for longer without a problem.,False
281,Location,This hotel is in a great location for the airport and restaurants. ,Positive,Positive,This hotel is in a great location for the airport and restaurants.,True
281,Staff,"The owner and staff are so welcoming and helpful. Taking time to print off flight documentation, booking taxis and even when my flight was cancelled, I was able to keep my room for longer without a problem.",Positive,Positive,"The owner and staff are so welcoming and helpful. Taking time to print off flight documentation, booking taxis and even when my flight was cancelled, I was able to keep my room for longer without a problem.",True
282,Facility,"Very nice hotel,",Positive,Positive,Very nice hotel.,True
282,Food,Tasty breakfast.,Positive,Positive,Tasty breakfast.,True
282,Location,"close to the beach, but situated in a quiet place",Positive,Positive,"close to the beach, but situated in a quiet place.",True
282,Staff,"Helpful, friendly staff.",Positive,Positive,"Helpful, friendly staff.",True
284,Facility,"La Veranda was very clean, and was flexible with our schedule. ",Positive,Positive,was flexible with our schedule.,True
284,Location,"There are a series of delicious and fun restaurants on the beach quite close to the hotel, which the staff of the hotel kindly told us about.",Positive,Positive,There are a series of delicious and fun restaurants on the beach quite close to the hotel.,True
284,Room,The view from the rooms,Negative,,,False
284,Room,,,Null,The view from the rooms,False
284,Room,"provided everything needed (even a bottle of water in the room!), ",Positive,Positive,"La Veranda was very clean, provided everything needed (even a bottle of water in the room!)",True
284,Staff,The staff was excellent.,Positive,Positive,The staff was excellent. the staff of the hotel kindly told us about restaurants.,True
285,Facility,Clean and nice place,Positive,Positive,Clean and nice place,True
285,Room,It takes too long hot water to reach tap/shower in the room,Negative,Negative,It takes too long hot water to reach tap/shower in the room.,True
286,Location,Very convenient location for arriving at the airport.,Positive,Positive,Very convenient location for arriving at the airport.,True
287,Facility,Allowed to take dog was the reason for booking.,Positive,Positive,Allowed to take dog was the reason for booking.,True
287,Price,"Good value.
 ",Positive,Positive,Good value.,True
287,Room,Some smell from bathroom/water.,Negative,Negative,Some smell from bathroom/water.,True
287,Room,"Very clean, nice bed and linen.
 ",Positive,Positive,"Very clean, nice bed and linen.",True
288,Facility,Boutique hotel ,Positive,,,False
288,Food,"Good, tasty breakfest.",Positive,Positive,"Good, tasty breakfest.",True
288,Location,but quite distant from the city center. ,Negative,Negative,quite distant from the city center.,True
288,Location,"Boutique hotel in the quiet area, Only few kilometers from the airport but quite distant from the city center. On the other hand - close to salt lake to have opportunity to watch flamings.",Positive,Positive,"Boutique hotel in the quiet area., Only few kilometers from the airport., close to salt lake to have opportunity to watch flamings.",True
288,Staff,Staff was friendly and helpful,Positive,Positive,Staff was friendly and helpful.,True
291,Location,Close to the airport,Positive,Positive,Close to the airport,True
291,Room,Very clean and cozy,Positive,Positive,Very clean and cozy,True
291,Staff,Friendly staff,Positive,Positive,Friendly staff,True
294,Room,clean basic,Positive,Positive,clean basic,True
296,Room,TV CHANNELS TO BE FIXED :),Negative,Negative,TV CHANNELS TO BE FIXED,True
297,Facility,recently refurbished and very clean!,Positive,,,False
297,Room,recently refurbished and very clean!,Positive,Positive,recently refurbished and very clean!,True
298,Location,location is good you can take bus 425 from the airport to somewhere close enough to the hotel.,Positive,Positive,location is good you can take bus 425 from the airport to somewhere close enough to the hotel.,True
298,Room,"room is spacious and clean, bed is comfy too.",Positive,Positive,"room is spacious and clean, bed is comfy too.",True
298,Staff,stuff were super nice! ,Positive,Positive,stuff were super nice!,True
299,Location," The hotel's location is convenient. Very easy to catch public transportations, many café around and close to the center.",Positive,Positive,"The hotel's location is convenient. Very easy to catch public transportations, many café around and close to the center.",True
299,Room,"the room is just as in the pictures; newly renovated, fully functional and most importantly comfortable and clean.",Positive,Positive,"the room is just as in the pictures; newly renovated, fully functional and most importantly comfortable and clean.",True
299,Staff,"The staff was very welcoming and friendly,",Positive,Positive,The staff was very welcoming and friendly.,True
300,Facility,It was cold for a swim:),Negative,Negative,It was cold for a swim:),True
300,Food,even breakfast was presentable and tasty!,Positive,Positive,"The mini bar was rich and very well priced, even breakfast was presentable and tasty!",True
300,Location,"Great location very close to the airport, 1 minute walk to the bus station, beach and restaurants.",Positive,Positive,"Great location very close to the airport, 1 minute walk to the bus station, beach and restaurants.",True
300,Price,,,Positive,The mini bar was very well priced.,False
300,Room,"The room was very clean and spacious. The mini bar was rich and very well priced,",Positive,Positive,The room was very clean and spacious.,True
300,Staff,"The staff was so helpful, friendly and welcoming. My one night stay felt like home! ",Positive,Positive,"The staff was so helpful, friendly and welcoming.",True
301,Facility,"Christmas vibes, nice ambiance.",Positive,Positive,"Christmas vibes, nice ambiance.",True
301,Location,Quiet area.,Positive,Positive,Quiet area.,True
301,Staff,Staff make you feel at home.,Positive,Positive,Staff make you feel at home.,True
302,Room,It was very clean.,Positive,Positive,It was very clean.,True
303,Room,,,Positive,"I managed to remote work from the room and balcony, that was pleasant.",False
303,Staff,"Very welcoming couple, helpful, and happy to help for any situation or question.",Positive,Positive,"Very welcoming couple, helpful, and happy to help for any situation or question.",True
304,Location,"On top of that, the hotel is less than a minute away on foot from the bus station. 
 The city is nice, a lot of restaurants, bars and shops in the area. And of course lots and lots of beach shores to relax at, one of which you can get on foot for less than 5 minutes.",Positive,Positive,"the hotel is less than a minute away on foot from the bus station. The city is nice, a lot of restaurants, bars and shops in the area. And of course lots and lots of beach shores to relax at, one of which you can get on foot for less than 5 minutes.",True
304,Room,"What i liked most about the hotel is the room, bed sheets and toilet are super clean. Bed is very comfortable.",Positive,Positive,"the room, bed sheets and toilet are super clean., Bed is very comfortable.",True
304,Staff,"The staff was nice, they gave me recommendations on what places to visit and how to roam around.",Positive,Positive,"The staff was nice, they gave me recommendations on what places to visit and how to roam around.",True
305,Food,all the restaurants were closed. Richard was amazing and whipped us up an excellent pizza even though they were long since closed.,Positive,Positive,whipped us up an excellent pizza even though they were long since closed.,True
305,Staff,"First off, the staff. They have been so accommodating and easy to deal with and have gone above and beyond to help us out. ",Positive,Positive,the staff. They have been so accommodating and easy to deal with and have gone above and beyond to help us out. Richard was amazing and whipped us up an excellent pizza even though they were long since closed.,True
306,Facility,"Good place , ",Positive,,,False
306,Location,,,Positive,Good place,False
306,Staff,"excellent stuff, ",Positive,Positive,excellent stuff,True
307,Facility,"The modern, nice hotel, ",Positive,Positive,"The modern, nice hotel, accommodation for one night before departure.",True
307,Location,accommodation for one night before departure.,Positive,,,False
307,Staff,The hotel arranged a taxi to the airport for 15 €,Positive,,,False
307,Taxi-issue,,,Positive,The hotel arranged a taxi to the airport for 15 €,False
308,Check-in,,,Positive,made me feel welcome from the first moment of arrival,False
308,Facility,"it was soo nice and cosy, made me feel welcome from the first moment of arrival",Positive,,,False
308,Room,,,Positive,it was soo nice and cosy,False
308,Staff,Wonderful people on reception and in the restaurant :) always smiling and glad to help,Positive,Positive,Wonderful people on reception and in the restaurant always smiling and glad to help,True
309,Staff,The management/husband and wife/were fantastic as were all the staff!,Positive,Positive,The management/husband and wife/were fantastic as were all the staff!,True
311,Facility,"Pet friendly hotel, highly recommended we had no extra charge for our dogs,",Positive,Positive,"Pet friendly hotel, quick response when asking about bringing them.",True
311,Price,,,Positive,we had no extra charge for our dogs.,False
311,Room,"Very clean, Nice freshly decorated rooms.",Positive,Positive,"Very clean, Nice freshly decorated rooms.",True
311,Staff,"staff very welcoming and helpful, quick response when asking about bringing them. ",Positive,Positive,staff very welcoming and helpful.,True
312,Check-in,,,Positive,they were very flexible about our strange schedule.,False
312,Facility,the pool is tiny ,Negative,Negative,the pool is tiny.,True
312,Facility,"the place was very clean,  and everything was very clean.",Positive,Positive,the place was very clean and everything was very clean.,True
312,Food,food was delicious ,Positive,Positive,food was delicious.,True
312,Location,the airport is very close and the beach is a five minute walk away. ,Positive,Positive,the airport is very close and the beach is a five minute walk away.,True
312,Room,and the bathrooms can smell like bad plumbing.,Negative,Negative,the bathrooms can smell like bad plumbing.,True
312,Staff,and there’s an incredibly kind and helpful staff. they were very flexible about our strange schedule.,Positive,Positive,there’s an incredibly kind and helpful staff.,True
313,Facility,"Nicely renovated and clean hotel, Quiet street with sufficient parking facilities.",Positive,Positive,Nicely renovated and clean hotel.,True
313,Location,Quiet street with sufficient parking facilities.,Positive,Positive,Quiet street with sufficient parking facilities.,True
313,Price,Fantastic value for money.,Positive,Positive,Fantastic value for money.,True
313,Staff,Super friendly staff. ,Positive,Positive,Super friendly staff.,True
314,Check-in,super fast checkin/checkout,Positive,Positive,super fast checkin,True
314,Check-out,super fast checkin/checkout,Positive,Positive,super fast checkout,True
314,Facility,,,Negative,maybe they could leave more water,False
314,Facility,"fresh just renovated, with good wifi,",Positive,Positive,"fresh just renovated, good wifi",True
314,Location,"in 5 minutes from airport, ",Positive,Positive,in 5 minutes from airport,True
315,Room,it’s was exceptionally clean,Positive,Positive,it’s was exceptionally clean,True
315,Staff,and staff all very friendly,Positive,Positive,staff all very friendly,True
316,Location,Perfect location to McKenzie Beach and only a 30 minute walk to the central marina. ,Positive,Positive,Perfect location to McKenzie Beach and only a 30 minute walk to the central marina.,True
316,Room,A nice addition to the very clean and tidy room is Netflix.,Positive,Positive,A nice addition to the very clean and tidy room is Netflix.,True
316,Staff,Everyone was very accommodating and welcoming. ,Positive,Positive,Everyone was very accommodating and welcoming.,True
317,Food,,,Negative,Did not have breakfast. Left too early.,False
318,Facility,,,Negative,"Refurbishment not totally complete, so safety box wasn’t working.",False
318,Facility,"A lovely family hotel, refurbished during the main Corona period. ",Positive,Positive,"A lovely family hotel, refurbished during the main Corona period.",True
318,Location,In a quiet area 10 minutes from Larnaca airport. Only 6 minutes walk down to the beach & restaurants.,Positive,Positive,In a quiet area 10 minutes from Larnaca airport. Only 6 minutes walk down to the beach & restaurants.,True
318,Room,"Refurbishment not totally complete, so safety box wasn’t working., so could do with one more double hook in bathroom for towels.",Negative,Negative,could do with one more double hook in bathroom for towels.,True
318,Room,,,Positive,Our room was a family suite (for 4 people).,False
318,Staff,Staff were very friendly and extremely helpful. ,Positive,Positive,Staff were very friendly and extremely helpful.,True
319,Room,"The room was very clean, a bit small though,",Negative,Negative,a bit small though.,True
319,Room,"The room was very clean, a bit small though, but the bathroom was spacious and the bed was comfortable.",Positive,Positive,"The room was very clean., the bathroom was spacious and the bed was comfortable.",True
319,Staff,"The receptionist was waiting for me to arrive, even though it was after the usual open hours. ",Positive,Positive,"The receptionist was waiting for me to arrive, even though it was after the usual open hours.",True
321,Facility,,,Positive,Well organised and clean,False
321,Room,Well organised and clean,Positive,,,False
322,Check-in,,,Positive,"We got there early, around 10 am and they had our room ready.",False
322,Facility,"Excellent everything., The place was clean, spacious and really nice. ",Positive,,,False
322,Food,More restaurants.,Negative,,,False
322,Food,,,Positive,More restaurants.,False
322,Location,but there was not much else to do close by.,Negative,Negative,there was not much else to do close by.,True
322,Location,It was a pleasant walk to the sea,Positive,Positive,It was a pleasant walk to the sea.,True
322,Room,,,Positive,"they had our room ready., The place was clean, spacious and really nice.",False
322,Staff,"We got there early, around 10 am and they had our room ready. ",Positive,,,False
323,Facility,,,Positive,"clean, modern, comfortable",False
323,Food,,,Positive,it also has a nice patio restaurant for a meal or cocktail.,False
323,Location,,,Negative,if you want to be in the center of everything (I didn't),False
323,Location,"I stayed in this hotel (twice) because of the location to the airport.,  It is a 10 minute walk to Makenzie Beach and those restaurants, but it also has a nice patio restaurant for a meal or cocktail.",Positive,Positive,I stayed in this hotel (twice) because of the location to the airport.,True
323,Price,and great value for money. ,Positive,Positive,great value for money.,True
323,Room,"The rooms are a bit small,",Negative,Negative,the rooms are a bit small.,True
323,Room,"But, I found it be clean, modern, comfortable, but they have nice amenities (fridge, coffee making, AC, nice balcony) and are spotless and comfortable. ",Positive,Positive,"they have nice amenities (fridge, coffee making, AC, nice balcony) and are spotless and comfortable.",True
323,Staff,The staff is nice and it's very welcoming.,Positive,Positive,The staff is nice and it's very welcoming.,True
324,Location,"Location is also very good if you have a morning flight, airport is a 7 min drive away.",Positive,Positive,"Location is also very good if you have a morning flight, airport is a 7 min drive away.",True
324,Room,"The noise from the hallway was very loud, the doors are not sound proofed at all and we couldn't sleep because of the noise that was coming around 11, 12, 1 AM.",Negative,Negative,"The noise from the hallway was very loud, the doors are not sound proofed at all and we couldn't sleep because of the noise that was coming around 11, 12, 1 AM.",True
324,Room,"Room was excellent, very clean and everything seems fairly new. ",Positive,Positive,"Room was excellent, very clean and everything seems fairly new.",True
324,Staff,Staff was very helpful. ,Positive,Positive,Staff was very helpful.,True
326,Room,Clean and freshly renovated room,Positive,Positive,Clean and freshly renovated room,True
327,Facility,,,Positive,This Hotel was perfect for us because we arrived late at night with the intention to get some rest before we continued our journey.,False
327,Location,It’s location was ideal for the purpose of our stay because it’s close to the Larnaca AirPort. ,Positive,Positive,It’s location was ideal for the purpose of our stay because it’s close to the Larnaca AirPort.,True
327,Staff,The host of the Hotel was so kind and helpful. Always a smile on his face with great energy and amazing hospitality making sure we had a great stay.,Positive,Positive,The host of the Hotel was so kind and helpful. Always a smile on his face with great energy and amazing hospitality making sure we had a great stay. I would rate him 10/10 for sure!,True
328,Location,but a rather disturbing odor of sewage came out of the drains. The smell could be felt on the street that day as well.,Negative,Negative,The smell could be felt on the street that day as well.,True
328,Location,The beach is very close and the bus to the airport is only 50 meters away.,Positive,Positive,The beach is very close and the bus to the airport is only 50 meters away.,True
328,Room,"The room was a bit cramped, but we could fit. It may have been a unique case, but a rather disturbing odor of sewage came out of the drains. ",Negative,Negative,"The room was a bit cramped, but we could fit., a rather disturbing odor of sewage came out of the drains.",True
328,Room,"Everything was very clean, the bed was comfortable, spacious bathroom. ",Positive,Positive,"Everything was very clean, the bed was comfortable, spacious bathroom.",True
330,Food,The breakfast was really delicious too 😊,Positive,Positive,The breakfast was really delicious.,True
330,Staff,The staff was exceptional. They were really customer-centric and kind. ,Positive,Positive,The staff was exceptional. They were really customer-centric and kind.,True
332,Facility,,,Negative,The wifi in the room wasn't great. We had to work that day so we needed a strong wifi.,False
332,Location,but there is a Cafe Nero 10 minutes away which was perfect.,Positive,Positive,there is a Cafe Nero 10 minutes away which was perfect.,True
332,Price,,,Positive,a really good price (better than everything we've seen online).,False
332,Room,"The wifi in the room wasn't great. We had to work that day so we needed a strong wifi, ",Negative,,,False
332,Room,"The room was really clean and the bed was comfortable,",Positive,Positive,The room was really clean and the bed was comfortable.,True
332,Staff,"The staff was super nice!
 We needed a taxi for the airport and they've helped us book it for a really good price (better than everything we've seen online). ",Positive,Positive,The staff was super nice!,True
332,Taxi-issue,,,Positive,We needed a taxi for the airport and they've helped us book it.,False
333,Food,Breakfast was exceptional,Positive,Positive,Breakfast was exceptional,True
333,Room,Size of room was a bit small,Negative,Negative,Size of room was a bit small.,True
334,Location,Location is great .,Positive,Positive,Location is great.,True
334,Price,Very economic .,Positive,Positive,Very economic.,True
334,Room,"Absolutely clean,  Ultimate hygiene. Very clean .  ",Positive,Positive,Absolutely clean. Ultimate hygiene. Very clean.,True
334,Staff,"and friendly staff., Staff and owners very friendly and helpful . ",Positive,Positive,friendly staff. Staff and owners very friendly and helpful.,True
335,Facility,and all you need for a great Holiday.,Positive,Positive,"A modern, clean, friendly and all you need for a great Holiday.",True
335,Room,"A modern, clean, friendly ",Positive,,,False
335,Staff,friendly,Positive,,,False
336,Food,Dinner and breakfast were freshly made and very tasty.,Positive,Positive,Dinner and breakfast were freshly made and very tasty.,True
336,Room,Tastefully decorated room and super comfy bed.,Positive,Positive,Tastefully decorated room and super comfy bed.,True
336,Staff,Exceptionally friendly and helpful. ,Positive,Positive,Exceptionally friendly and helpful.,True
338,Facility,The building and the hotel are brand new. Spotlessly clean. ,Positive,Positive,The building and the hotel are brand new.,True
338,Food,,,Positive,Fully stocked minibar with coffee and tea-making facilities.,False
338,Location,"Walking distance to the beach, restaurants and shops. It is away from traffic. ",Positive,Positive,"Walking distance to the beach, restaurants and shops. It is away from traffic.",True
338,Price,Value for money.,Positive,Positive,Value for money.,True
338,Room,On the 4th floor with all the windows and balcony doors locked we could still hear some outside noise.,Negative,Negative,On the 4th floor with all the windows and balcony doors locked we could still hear some outside noise.,True
338,Room,Fully stocked minibar with coffee and tea-making facilities. ,Positive,Positive,"They gave us a free room upgrade., Spotlessly clean.",True
338,Staff,The family running this hotel are very friendly and welcoming! They gave us a free room upgrade.,Positive,Positive,The family running this hotel are very friendly and welcoming!,True
339,Facility,It’s definitely one of the best accommodations I’ve ever been in. Very friendly and comfortable atmosphere.,Positive,Positive,Strong wi-fi at any time; Very friendly and comfortable atmosphere.,True
339,Food, Garnish restaurant on the ground is amazing! The owner is a very kind person and creative chef. ,Positive,Positive,Garnish restaurant on the ground is amazing! The owner is a very kind person and creative chef. I’ll miss his breakfasts.,True
339,Room,"Everything was just good:
 Clean rooms, cleaning every day;  Strong wi-fi at any time;
",Positive,Positive,"Clean rooms, cleaning every day.",True
339,Staff,Great staff and very pleasant hosts;,Positive,Positive,Great staff and very pleasant hosts.,True
342,Staff,Extremely friendly people work at La Veranda! they helped us in any possible way. ,Positive,Positive,Extremely friendly people work at La Veranda! they helped us in any possible way.,True
343,Staff,"great friendly staff, very welcoming, the owner took me personally to our room, and gave me a prime parking spot.
 he introduced us to his daughter who was learning the trade and she was super nice and helpful.
 couldn't have been more pleased",Positive,Positive,"great friendly staff, very welcoming, the owner took me personally to our room, and gave me a prime parking spot. he introduced us to his daughter who was learning the trade and she was super nice and helpful. couldn't have been more pleased",True
344,Location,Great location 5 min walk to beach ,Positive,Positive,Great location 5 min walk to beach and amenities,True
344,Room,rooms were comfortable snd very clean,Positive,Positive,rooms were comfortable and very clean,True
344,Staff,"And amenities , staff very good and helpful,",Positive,Positive,staff very good and helpful,True
345,Room,Very modern and clean,Positive,Positive,Very modern and clean,True
346,Room,Clean ,Positive,Positive,Clean,True
346,Staff,and good communication.,Positive,Positive,good communication,True
346,Taxi-issue,Booked a taxi from the airport was a no show.,Negative,Negative,Booked a taxi from the airport was a no show.,True
347,Facility,A family run hotel. ,Positive,Positive,A family run hotel.,True
347,Location,Also only 10 minutes walk from beach and loads of restaurants.,Positive,Positive,only 10 minutes walk from beach and loads of restaurants.,True
347,Room,Rooms were also exceptional in their cleanliness and although compact ,Negative,,,False
347,Room,Rooms were also exceptional in their cleanliness and although compact had everything that you might need for your stay. I,Positive,Positive,Rooms were also exceptional in their cleanliness and although compact had everything that you might need for your stay.,True
347,Staff,Exceptional staff who were so friendly and keen to please. ,Positive,Positive,Exceptional staff who were so friendly and keen to please.,True
348,Facility,"not much parking around the property which was an apartment before being converted into this hotel, the inside is excellent compared to the view from outside",Negative,,,False
348,Facility,,,Neutral,which was an apartment before being converted into this hotel.,False
348,Facility,the inside is excellent compared to the view from outside,Positive,Positive,the inside is excellent compared to the view from outside.,True
348,Food,"breakfast was a typical Cypriot one, ",Positive,Positive,breakfast was a typical Cypriot one.,True
348,Location,Aircraft noise does not bother me but the noise from aircraft landing and taking off may be an issue if you have young family or just want a quiet area,Negative,Negative,"the noise from aircraft landing and taking off may be an issue if you have young family or just want a quiet area, not much parking around the property.",True
348,Staff,"Staff and owners were very welcoming, ",Positive,Positive,Staff and owners were very welcoming.,True
349,Location,Pretty far from major tourist spots.,Negative,Negative,Pretty far from major tourist spots.,True
349,Location,Close to bus stop.,Positive,Positive,Close to bus stop.,True
349,Room,Slight smell from toilet after night. ,Negative,Negative,Slight smell from toilet after night.,True
349,Room,Clean rooms. Comfortable bed. ,Positive,Positive,"Clean rooms., Comfortable bed.",True
349,Staff,Very friendly and helpful staff. ,Positive,Positive,Very friendly and helpful staff.,True
350,Facility,Easy parking ,Positive,Positive,Easy parking,True
350,Location,"6 mins drive from the airport 
 ",Positive,Positive,6 mins drive from the airport,True
350,Room,"Lovely clean room
 Comfortable bed
 ",Positive,Positive,"Lovely clean room, Comfortable bed",True
350,Staff,Lovely helpful staff,Positive,Positive,Lovely helpful staff,True
351,Location,Fab location Close to Mackenzie beach and bars.,Positive,Positive,Fab location Close to Mackenzie beach and bars.,True
351,Room,"Clean, modern room, with comfy bed and great air conditioning. ",Positive,Positive,"Clean, modern room, with comfy bed and great air conditioning.",True
352,Room,"Super clean, good beds.",Positive,Positive,"Super clean, good beds.",True
353,Facility,Pool is very tiny.,Negative,Negative,Pool is very tiny.,True
353,Facility," Simple clear contemporary decoration, This hotel being new",Positive,Positive,This hotel being new.,True
353,Food,Healthy breakfast.,Positive,Positive,Healthy breakfast.,True
