ID,Topics,Text,NegPos
96,Room,some of the towels were dirty,Negative
96,Staff,,
96,Location,,
96,Food,,
96,Price,,
96,Facility,,
96,Check-in,,
96,Check-out,,
97,Room,,
97,Staff,service was excellent,Positive
97,Location,,
97,Food,The food we had was excellent,Positive
97,Price,,
97,Facility,,
97,Check-in,,
97,Check-out,,
98,Room1,"The hotel itself was very nice, spacious, clean and modern.",Positive
98,Room2,Only thing I didn't like were the blankets - too thick for this incredible hot hot hot weather.,Negative
98,Staff,,
98,Location1,because it is close to the airport.,Positive
98,Location2,"the location offers some nice places for at least a two-nights stay for sure. The nearby beach (mackenzie) is nice, long, with some cool and fancy bars. there is also the salt lake which I wished to visit but didn't have time.",Positive
98,Food,,
98,Price,,
98,Facility,,
98,Check-in,,
98,Check-out,,
99,Room,very clean,Positive
99,Staff,the staff was wonderful,Positive
99,Location,,
99,Food,,
99,Price,,
99,Facility,,
99,Check-in,,
99,Check-out,,
100,Room,really clean,Positive
100,Staff,"exceptional staff, incredibly polite",Positive
100,Location,,
100,Food,,
100,Price,,
100,Facility,,
100,Check-in,,
100,Check-out,,
101,Room,,
101,Staff,The staff were very hospitable and very helpful.,Positive
101,Location,,
101,Food,,
101,Price,,
101,Facility,,
101,Check-in,,
101,Check-out,,
101,Room,The cupboards/wardrobes need doors and there should be drawers in the room to keep the rooms tidy.,Negative
101,Staff,,
101,Location,,
101,Food,,
101,Price,,
101,Facility,,
101,Check-in,,
101,Check-out,,
102,Room,Nice modern and clean rooms.,Positive
102,Staff,Very friendly staff.,Positive
102,Location,"The location is excellent close to Airport, Makenzie beach and touristic area, and bus stop going from Airport to town is few meters away.",Positive
102,Food,,
102,Price,,
102,Facility,,
102,Check-in,,
102,Check-out,,
103,Room1,The room was recently refurbished and very spatious.,Positive
103,Room2,Nice view of the salt lake by the terrace.,Positive
103,Room3,Sinks and toilette separated by a door inside the bathroom.,Positive
103,Staff,,
103,Location,,
103,Food,,
103,Price,,
103,Facility,,
103,Check-in,,
103,Check-out,,
103,Room,No soap or shampoo in the shower.,Negative
103,Facility,There was hand soap instead.,Negative
103,Staff,,
103,Location,,
103,Food,,
103,Price,,
103,Check-in,,
103,Check-out,,
104,Room,good rooms,Positive
104,Location,Quiet place,Positive
104,Staff,,
104,Food,,
104,Price,,
104,Facility,,
104,Check-in,,
104,Check-out,,
105,Room1,the rooms were very clean.,Positive
105,Room2,the bathroom was spacious.,Positive
105,Staff,The staff was super nice.,Positive
105,Location,,
105,Food,,
105,Price,,
105,Facility,,
105,Check-in,,
105,Check-out,,
106,Room,very comfortable beds,Positive
106,Staff,,
106,Location,The advantage is the proximity to the airport.,Positive
106,Food,,
106,Price,,
106,Facility,,
106,Check-in,,
106,Check-out,,
106,Room,,
106,Staff,"The hotel staff should learn better English - confusing the term 'fridge' and 'freezer' can be fatal for a person with diabetes. The team froze our insulin, meaning it was unusable.",Negative
106,Location,,
106,Food,,
106,Price,,
106,Facility,,
106,Check-in,,
106,Check-out,,
107,Room1,Rooms large and newly redecorated in a contemporary style.,Positive
107,Room2,Bed very comfortable.,Positive
107,Location,Very convenient for the airport.,Positive
107,Food,Breakfast was excellent.,Positive
107,Staff,,
107,Price,,
107,Facility,,
107,Check-in,,
107,Check-out,,
109,Room1,"Clean hotel, lovely rooms with comfortable beds.",Positive
109,Location,Great location for overnight stay for late flights.,Positive
109,Staff,Very helpful staff.,Positive
109,Food,,
109,Price,,
109,Facility,,
109,Check-in,,
109,Check-out,,
110,Room,it is comfortable,Positive
110,Staff,,
110,Location,,
110,Food,,
110,Price,,
110,Facility,the building is completely refurbished,Positive
110,Check-in,the self check in was very easy,Positive
110,Check-out,,
111,Room,spotlessly clean.,Positive
111,Location,Excellent for airport and Mackenzie beach.,Positive
111,Staff,,
111,Food,,
111,Price,,
111,Facility,,
111,Check-in,,
111,Check-out,,
112,Room,recently refurbished,Positive
112,Staff,,
112,Location,,
112,Food,,
112,Price,,
112,Facility,,
112,Check-in,,
112,Check-out,,
112,Room,,
112,Staff,good service,Positive
112,Location,,
112,Food,"very nice restaurant, good food",Positive
112,Price,,
112,Facility,,
112,Check-in,,
112,Check-out,,
113,Room,Very nice clean rooms.,Positive
113,Staff,Staff excellent and accommodating.,Positive
113,Location,,
113,Food,,
113,Price,,
113,Facility,,
113,Check-in,,
113,Check-out,,
119,Room1,The room was clean and comfortable with everything I needed including a fridge and kettle.,Positive
119,Room2,"The shower was great, the air con worked well.",Positive
119,Staff,"fantastic service, they couldn't have been friendlier, kinder or more helpful and it made a massive difference for me as they were able to accommodate my specific needs, for which I was extremely grateful!",Positive
119,Location,It's in a great location for the airport and the beach.,Positive
119,Food,,
119,Price,,
119,Facility,,
119,Check-in,,
119,Check-out,,
120,Room,,
120,Staff,Helpful staff,Positive
120,Location,close to airport,Positive
120,Food,,
120,Price,,
120,Facility,,
120,Check-in,,
120,Check-out,,
120,Room,The room was small but adequate.,Positive
120,Staff,,
120,Location,,
120,Food,,
120,Price,,
120,Facility,,
120,Check-in,,
120,Check-out,,
122,Room,Very clean.,Positive
122,Staff,super friendly staff.,Positive
122,Location,,
122,Food,,
122,Price,,
122,Facility,,
122,Check-in,,
122,Check-out,,
123,Room,Nice and simple hotel.,Positive
123,Staff,The front desk was very friendly and helpful.,Positive
123,Location,Very convenient location close to the airport.,Positive
123,Food,,
123,Price,,
123,Facility,,
123,Check-in,,
123,Check-out,,
123,Room,,
123,Staff,,
123,Location,The area was a little noisy when we stayed there.,Negative
123,Food,,
123,Price,,
123,Facility,,
123,Check-in,,
123,Check-out,,
124,Room,,
124,Staff,Very friendly staff.,Positive
124,Location,,
124,Food,,
124,Price,,
124,Facility,,
124,Check-in,,
124,Check-out,,
126,Room1,"very nice bathroom, and the room was well equipped and also smelled very nice.",Positive
126,Staff,staff very helpful and friendly,Positive
126,Location,,
126,Food,"The food was very tasty, ate dinner at the restaurant",Positive
126,Price,,
126,Facility,,
126,Check-in,,
126,Check-out,,
126,Room,,
126,Staff,,
126,Location,It was a bit loud outside but that was just normal for summertime.,Negative
126,Food,,
126,Price,,
126,Facility,,
126,Check-in,,
126,Check-out,,
131,Room,The room was very clean.,Positive
131,Facility,Using the air conditioner was great after a hot day outside.,Positive
131,Staff,The staff was very nice.,Positive
131,Location,,
131,Food,,
131,Price,,
131,Check-in,,
131,Check-out,,
131,Room,,
131,Staff,,
131,Location1,The location of the hotel was a bit far from the city centre.,Negative
131,Location2,"you can take the 425 bus, which arrives fairly often at the station near the hotel.",Positive
131,Food,,
131,Price,,
131,Facility,,
131,Check-in,,
131,Check-out,,
133,Room1,the room was clean & the bed were comfortable,Positive
133,Facility1,if the hotel had swimming pool it would be perfect,Negative
133,Staff,the lady in reception (Maria) was VERY helpful,Positive
133,Price,good value for money,Positive
133,Location,,
133,Food,,
133,Check-in,,
133,Check-out,,
137,Room,Room was clean and the bed was comfortable.,Positive
137,Staff,Friendly staff.,Positive
137,Location,great location.,Positive
137,Food,,
137,Price,,
137,Facility,,
137,Check-in,,
137,Check-out,,
138,Room,very clean room and bathroom,Positive
138,Staff,very helpful and kind personel,Positive
138,Location,Great localization,Positive
138,Food,,
138,Price,,
138,Facility,,
138,Check-in,,
138,Check-out,,
139,Room,,
139,Staff,,
139,Location,the proximity to the airport,Positive
139,Food,nice restaurant at the hotel with a external balcony,Positive
139,Price,,
139,Facility,,
139,Check-in,,
139,Check-out,,
139,Room,,
139,Staff,,
139,Location,,
139,Food,,
139,Price,,
139,Facility,slow elevators,Negative
139,Check-in,,
139,Check-out,,
150,Room,"Everything was new, beautiful and clean.",Positive
150,Staff,,
150,Location,,
150,Food,,
150,Price,,
150,Facility,,
150,Check-in,,
150,Check-out,,
150,Room,,
150,Staff,,
150,Location,That there is no kiosk open 24 hours close to the hotel.,Negative
150,Food,,
150,Price,,
150,Facility,,
150,Check-in,,
150,Check-out,,
152,Room,clean rooms,Positive
152,Staff,,
152,Location,"Close to the bars near the sea, close to the airport",Positive
152,Food,,
152,Price,,
152,Facility,,
152,Check-in,,
152,Check-out,,
152,Room,,
152,Staff,We had to ask the taxi driver to make the call because it was cyprus number.,Negative
152,Location,,
152,Food,,
152,Price,,
152,Facility,,
152,Check-in1,We had a late check in and there was no one in the hotel to give us keys and the door was locked.,Negative
152,Check-out,,
154,Room,,
154,Staff,Lovely staff.,Positive
154,Location,,
154,Food,Good food.,Positive
154,Price,,
154,Facility,,
154,Check-in,,
154,Check-out,,
154,Room,,
154,Staff,,
154,Location,,
154,Food,,
154,Price,,
154,Facility,Would have liked more TV channels like RT Russia Today.,Negative
154,Check-in,,
154,Check-out,,
171,Room,,
171,Staff,The staff was very welcoming.,Positive
171,Location,"Very nice place, just few steps from the salt lake and the McKenzie Beach, a lot of cafes and bars nearby.",Positive
171,Food,,
171,Price,,
171,Facility,Another plus is the electronic system for saying if you want to clean-up your room or you don't want to be disturbed.,Positive
171,Check-in,,
171,Check-out,,
171,Room,,
171,Staff,,
171,Location,,
171,Food,,
171,Price,,
171,Facility,the hotel doesn't have its own parking lot so sometimes it might be difficult to find a parking spot.,Negative
171,Check-in,,
171,Check-out,,
179,Room1,Very clean.,Positive
179,Location1,Close to local restaurants and beach.,Positive
179,Location2,Quiet.,Positive
179,Staff,,
179,Food,,
179,Price,,
179,Facility,,
179,Check-in,,
179,Check-out,,
179,Room,Better TV channel selection would have been good for evening.,Negative
179,Staff,,
179,Location,,
179,Food,,
179,Price,,
179,Facility,,
179,Check-in,,
179,Check-out,,
180,Room,"Sparkling clean, comfy bed.",Positive
180,Staff,friendly staff.,Positive
180,Food,delicious breakfast (great freshly made croissants).,Positive
180,Location,,
180,Price,,
180,Facility,,
180,Check-in,,
180,Check-out,,
180,Room1,the people in the next hotel were also loud to be heard from our room.,Negative
180,Room2,AC was a bit loud.,Negative
180,Staff,,
180,Location,,
180,Food,,
180,Price,,
180,Facility,,
180,Check-in,,
180,Check-out,,
190,Room,A very modern and contemporary hotel.,Positive
190,Staff,,
190,Location,Conveniently located.,Positive
190,Food,Excellent breakfast.,Positive
190,Price,,
190,Facility,,
190,Check-in,We had a very late (1am) self check-in which worked very well.,Positive
190,Check-out,,
190,Room,Our room was rather small and lacked a balcony.,Negative
190,Staff,,
190,Location,,
190,Food,,
190,Price,,
190,Facility,,
190,Check-in,,
190,Check-out,,
195,Room,"Clean, spacious, new and modern.",Positive
195,Staff,friendly,Positive
195,Location,,
195,Food,,
195,Price,,
195,Facility,,
195,Check-in,,
195,Check-out,,
195,Room,,
195,Staff,,
195,Location1,Not too close to the beach.,Negative
195,Location2,Perfect for pre or post airport stays.,Positive
195,Food,,
195,Price,,
195,Facility,,
195,Check-in,,
195,Check-out,,
196,Room,The mattresses were hard.,Negative
196,Staff,,
196,Location,,
196,Food,,
196,Price,there was a promotion from booking.com which didn't apply and we payed 80 euro more. After that I checked a new dates to book and we had similar number and if we do it it will be the same. This is a big fraud.,Negative
196,Facility,,
196,Check-in,,
196,Check-out,,
208,Room,,
208,Staff,,
208,Location,quiet area,Positive
208,Facility,easy find parking places,Positive
208,Food,,
208,Price,,
208,Check-in,,
208,Check-out,,
208,Room1,there was hair on the floor from previous visitors,Negative
208,Room2,it should be better cleaner,Negative
208,Staff,,
208,Location,,
208,Food,,
208,Price,,
208,Facility,,
208,Check-in,,
208,Check-out,,
209,Room,it was a really nice room,Positive
209,Staff,very friendly people,Positive
209,Food,we loved the breakfast,Positive
209,Location,,
209,Price,,
209,Facility,,
209,Check-in,,
209,Check-out,,
209,Room,"it was a bit noisy, we could hear everything.",Negative
209,Staff,,
209,Location,,
209,Food,,
209,Price,,
209,Facility,,
209,Check-in,,
209,Check-out,,
213,Room,,
213,Staff,the chef is kind.,Positive
213,Location,,
213,Food,The food was very good.,Positive
213,Price,,
213,Facility,,
213,Check-in,,
213,Check-out,,
213,Room,In the bathroom smelled bad.,Negative
213,Staff,,
213,Location,,
213,Food,,
213,Price,,
213,Facility,,
213,Check-in,,
213,Check-out,,
433,Room,I also liked the size of the room and the bed.,Positive
433,Staff,I really liked how polite and friendly the staff was.,Positive
433,Location,,
433,Food,,
433,Price,,
433,Facility,,
433,Check-in,,
433,Check-out,,
433,Room1,"the shower of our room is very inconviniently placed, making a mess because of insufficient coverage of the bathroom glass",Negative
433,Room2,the edges of the shower (between wall tiles and the shower floor) need replacement - they are hollow and seem moldy,Negative
433,Room3,the bin is rusty,Negative
433,Room4,"the mirror is weirdly placed, on the right of the sink",Negative
433,Room5,"due to the placement of the curtains, a lot of light gets in the room in the morning",Negative
433,Facility,"there is no designated parking, you just park wherever you find",Negative
433,Check-out1,we have requested late check out (1pm) which we got and we appreciate it.,Positive
433,Check-out2,"we got a call that prompted us to check out at the normal time (12pm) as the next customers would arrive. I exllained thay we have been granted late check out and the clerk apologised. No problem for this, but I find it important to keep staff updated about these things.",Negative
433,Staff,,
433,Location,,
433,Food,,
433,Price,,
433,Check-in,,
436,Room,The room was perfectly clean.,Positive
436,Staff,Maria and Richard are really great hosts! Very kind and hospitable. Maria has offered an adapter immediately.,Positive
436,Location,Central location.,Positive
436,Food,,
436,Price,,
436,Facility,"This is a good transitioning for one night, like I had. Or just to sleep over.",
436,Check-in,,
436,Check-out,,
436,Room1,Size of the room is one of the smallest I have ever seen.,Negative
436,Room2,There is no space for the suitcase nor a wardrobe. No sitting area.,Negative
436,Room3,"There is a terrace which Sun hits all the time, except for the early morning.",Positive
436,Price,For that money for which I used to pay better hotels in Valencia you get one small water bottle.,Negative
436,Staff,,
436,Location,,
436,Food,,
436,Facility,,
436,Check-in,,
436,Check-out,,
437,Room,"It was clean, the beds were comfortable.",Positive
437,Staff,,
437,Location,,
437,Food,,
437,Price,,
437,Facility,,
437,Check-in,,
437,Check-out,,
437,Room,The rooms were a bit small for a suite.,Negative
437,Food1,No breakfast included.,Negative
437,Food2,We tried it one time at their restaurant and it was low quality compared to an original greek breakfast.,Negative
437,Price,For what you get it was a bit expensive.,Negative
437,Staff,,
437,Location,,
437,Facility,,
437,Check-in,,
437,Check-out,,
439,Room,,
439,Staff,,
439,Location,Usefully located hotel in between city centre and airport.,Positive
439,Food,Restaurant stayed open reasonably late so I could eat after an evening arrival in Cyprus.,Positive
439,Price,,
439,Facility,,
439,Check-in,,
439,Check-out,,
439,Room,Room quite small.,Negative
439,Food,Restaurant was offering a rather narrow set of choices compared to what was listed on the menu.,Negative
439,Staff,,
439,Location,,
439,Price,,
439,Facility,,
439,Check-in,,
439,Check-out,,
447,Room,,
447,Staff,the staff were lovely,Positive
447,Location,,
447,Food,,
447,Price,,
447,Facility,,
447,Check-in,,
447,Check-out,,
447,Room1,The bed and pillows were very uncomfortable.,Negative
447,Facility1,the telly was not working properly.,Negative
447,Staff,,
447,Location,,
447,Food,,
447,Price,,
447,Check-in,,
447,Check-out,,
453,Room,,
453,Staff,,
453,Location,close to mackenzie beach,Positive
453,Food,,
453,Price,,
453,Facility,,
453,Check-in,,
453,Check-out,,
453,Room1,"Safe didn’t work, back door balcony in other bedroom wouldn’t lock.",Negative
453,Room2,asked for double bed and got two single beds next to each other.,Negative
453,Facility,do not disturb sign didn’t work (electronic).,Negative
453,Staff1,"Waited 10 minutes for someone to come greet us for check in, no one on desk.",Negative
453,Staff2,Guy on desk told us we had not paid but we did.,Negative
453,Staff3,he took a picture of my passport which no hotel does at all which was very strange.,Negative
453,Location,,
453,Food,,
453,Price,,
453,Check-in,,
453,Check-out,,
454,Room,,
454,Staff,,
454,Location,Very noisy neighborhood.,Negative
454,Food,,
454,Price,,
454,Facility,,
454,Check-in,,
454,Check-out,,
455,Room,It's clean.,Positive
455,Staff,,
455,Location,,
455,Food,,
455,Price,,
455,Facility,,
455,Check-in,,
455,Check-out,,
455,Room1,The pictures of the room are accurate.,Positive
455,Staff,The guy was offended because we asked to see the room before paying.,Negative
455,Location1,The location was not great.,Negative
455,Location2,It's in front of a pension and so close that people could see the colour of my underwear.,Negative
455,Food,,
455,Price,,
455,Facility1,The pool not even to be considered.,Negative
455,Facility2,The overall hotel installation is badly maintained.,Negative
455,Facility3,The lift broke.,Negative
455,Room2,The aircon was too strong.,Negative
455,Room3,Very noisy (I've asked for a quiet room).,Negative
455,Check-in,,
455,Check-out,,
456,Room,rooms are very well maintained.,Positive
456,Staff,Mrs Tony does a fabulous job keeping the place spotless and making the guests comfortable. The helps are amazing too. Thanks to all at the hotel who work hard to keep it in good condition.,Positive
456,Location,"Location is good and convenient by taxi to city Center, airport and beach.",Positive
456,Food,The sandwiches and hummus by the chef were delicious.,Positive
456,Price,,
456,Facility,Peaceful and good for couples and backpackers.,Positive
456,Check-in,,
456,Check-out,,
456,Room,They need to put a lock to the bathroom and a shower glass door inside or else it gets messy.,Negative
456,Staff,,
456,Location,,
456,Food,No free breakfast option.,Negative
456,Price,when I booked this property in advance it was a higher price but booking.com reduced the price before my travel date and the hotel refused to accept the lower price which I felt was unfair for me as they charged twice for cancellation and rebooking,Negative
456,Facility,wifi is not good,Negative
456,Check-in,,
456,Check-out,,
457,Room,The way rooms are furnished is not comfortable.,Negative
457,Staff,,
457,Location,,
457,Food,,
457,Price,,
457,Facility,,
457,Check-in,,
457,Check-out,,
458,Room,,
458,Staff,,
458,Location,,
458,Food,,
458,Price,,
458,Facility,facilities are limited.,Negative
458,Check-in,,
458,Check-out,,
458,Room,"there is no rod for hangers in the wardrobe, the safe wasn’t fixed.",Negative
458,Staff,,
458,Location,,
458,Food,Limited food options.,Negative
458,Price,,
458,Facility,"Noisy. Probably renovation work was in progress so, some items were not ready.",Negative
458,Check-in,,
458,Check-out,,
459,Room,"Very comfortable bed, room very new and comfortable.",Positive
459,Staff,,
459,Location,,
459,Food,,
459,Price,,
459,Facility,,
459,Check-in,,
459,Check-out,,
459,Room,,
459,Staff,,
459,Location,,
459,Food,,
459,Price,,
459,Facility1,TV did not work.,Negative
459,Facility2,garbage truck passes at 3 a.m with an incredible noise.,Negative
459,Check-in,,
459,Check-out,,
460,Room,Room was very clean upon arrival.,Positive
460,Staff,staff was very polite.,Positive
460,Location,Location was excellent.,Positive
460,Food,,
460,Price,,
460,Facility,,
460,Check-in,,
460,Check-out,,
460,Room,There were not even hangers for clothes in the closet.,Negative
460,Staff,,
460,Location,,
460,Food,,
460,Price,Rate was very expensive for what it offered.,Negative
460,Facility1,"No cleaning service the 4 days I stayed, no emptying garbage can.",Negative
460,Facility2,Had to ask for fresh towels.,Negative
460,Check-in,,
460,Check-out,,
461,Room,,
461,Staff,The people working there were kind and responsive.,Positive
461,Location,,
461,Food,,
461,Price,,
461,Facility,,
461,Check-in,,
461,Check-out,,
461,Room,,
461,Staff,They were kind.,Positive
461,Location,,
461,Food,The cleaning crew threw out a box of cookies next to our bags that was meant to be a gift.,Negative
461,Price,,
461,Facility1,Our plumbing had complications twice.,Negative
461,Facility2,They thought it was acceptable to take an edible gift out of a trash room.,Negative
461,Check-in,,
461,Check-out,,
474,Room,"Clean, smart devices.",Positive
474,Staff,,
474,Location,,
474,Food,,
474,Price,,
474,Facility,,
474,Check-in,,
474,Check-out,,
474,Room,,
474,Staff,,
474,Location,,
474,Food,Very poor lunch (breakfast).,Negative
474,Price,Overpriced for its facilities.,Negative
474,Facility1,if you're lucky you may have the only one parking in the side.,Negative
474,Check-in,,
474,Check-out,,
475,Room1,"The floor is not cleaned enough, full of dust.",Negative
475,Room2,Water does not drain and floods the room.,Negative
475,Staff,,
475,Location,,
475,Food,,
475,Price,,
475,Facility,,
475,Check-in,,
475,Check-out,,
483,Room,,
483,Staff,The staff are extremely friendly and always happy to help when needed. They were always ready to answer any of our questions.,Positive
483,Location,"In a very good location, close to the airport, especially if you have an early or late flight, and also close to the beach.",Positive
483,Food,,
483,Price,,
483,Facility,,
483,Check-in,,
483,Check-out,,
483,Room1,There were problems with the sealing and closing of the window.,Negative
483,Room2,"From the neighboring hotels/houses, they showered at any time of the day and made unpleasant noise.",Negative
483,Staff,,
483,Location,,
483,Food,,
483,Price,,
483,Facility,,
483,Check-in,,
483,Check-out,,
491,Room,"Practical rooms, balconies in each room.",Positive
491,Staff,Listening staff.,Positive
491,Location,good location for the airport.,Positive
491,Food,,
491,Price,,
491,Facility,,
491,Check-in,,
491,Check-out,,
491,Room,The rooms are poorly soundproofed. We hear the neighbors moving.,Negative
491,Staff,,
491,Location,,
491,Food,,
491,Price,,
491,Facility,The noise.,Negative
491,Check-in,,
491,Check-out,,
492,Room,,
492,Staff,,
492,Location,"Hotel near the airport, ideal for a late arrival or a very early departure.",Positive
492,Food,,
492,Price,,
492,Facility,,
492,Check-in,,
492,Check-out,,
492,Room1,"bed duvet much too thick, we suffocate underneath! Very hard bed.",Negative
492,Room2,"Noisy, due to the heavy use of tiling.",Negative
492,Location1,"Noisy, due to the steady stream of travelers arriving/departing for the airport throughout the night.",Negative
492,Location2,Do not use this hotel other than for a stopover night near the airport,Negative
492,Staff,,
492,Food,,
492,Price,,
492,Facility,,
492,Check-in,,
492,Check-out,,
510,Room,clean,Positive
510,Price,cheap,Positive
510,Location,Proximity to the airport,Positive
510,Staff,,
510,Food,,
510,Facility,,
510,Check-in,,
510,Check-out,,
510,Room1,Cramped,Negative
510,Room2,"the third bed for a child is more suitable for a baby, minimalist room accessories",Negative
510,Staff,,
510,Location,,
510,Food,,
510,Price,,
510,Facility,,
510,Check-in,,
510,Check-out,,
521,Room1,"Very clean, well organized, pleasant balcony, comfortable mattress.",Positive
521,Staff,nice hosts,Positive
521,Location,,
521,Food,,
521,Price,,
521,Facility,nothing missing,Positive
521,Check-in,,
521,Check-out,,
521,Room1,The air conditioner does not cool enough.,Negative
521,Staff,,
521,Location,,
521,Food,,
521,Price,,
521,Facility,,
521,Check-in,,
521,Check-out,,
538,Room,,
538,Staff,,
538,Location,"Good location close to the airport - easily accessible by taxi, there is also a bus route nearby.",Positive
538,Food,,
538,Price,,
538,Facility,,
538,Check-in,We arrived in the middle of the night and were able to get into the room via self-check-in without any problems.,Positive
538,Check-out,,
540,Room,Really soft bed and pillows.,Positive
540,Staff,very kind staff on the last day kept our suitcases in custody for the whole day.,Positive
540,Location,"Location is very close to the beach, very close to the airport, like 8 minutes by car.",Positive
540,Food,,
540,Price,,
540,Facility,,
540,Check-in,,
540,Check-out,,
540,Room1,large bathroom and shower.,Positive
540,Room2,Room a little smaller than average.,Negative
540,Staff,,
540,Location,,
540,Food,,
540,Price,,
540,Facility,,
540,Check-in,,
540,Check-out,,
543,Room,recently refurbished rooms.,Positive
543,Staff,,
543,Location,,
543,Food,,
543,Price,,
543,Facility,,
543,Check-in,,
543,Check-out,,
543,Room,,
543,Staff,,
543,Location,Little parking nearby arriving in the evening.,Negative
543,Food,,
543,Price,,
543,Facility,,
543,Check-in,,
543,Check-out,,
548,Room,,
548,Staff,,
548,Location,,
548,Food,Arabic food.,Positive
548,Price,,
548,Facility,,
548,Check-in,,
548,Check-out,,
548,Room,,
548,Staff,,
548,Location,,
548,Food,Have to pay for breakfast,Negative
548,Price,,
548,Facility,,
548,Check-in,,
548,Check-out,,
560,Room,,
560,Staff,,
560,Location,Excellent location near the airport.,Positive
560,Food,,
560,Price,,
560,Facility,Good for an overnight stay after a late or early morning flight.,Positive
560,Check-in,,
560,Check-out,,
560,Room,There was no hot water the two nights we slept there.,Negative
560,Staff,"Even when we complained, they said they took care of it and it wasn't taken care of.",Negative
560,Location,,
560,Food,,
560,Price,,
560,Facility,,
560,Check-in,,
560,Check-out,,
562,Room,The room is really clean.,Positive
562,Location1,close to Larnaca airport.,Positive
562,Location2,it was really convenient to stop there because our flight landed in the middle of the night.,Positive
562,Staff,,
562,Food,,
562,Price,,
562,Facility,,
562,Check-in,,
562,Check-out,,
562,Room,The water in the bath is cold.,Negative
562,Staff,David Shemesh was supposed to arrange boiling soup here,Negative
562,Location,,
562,Food,,
562,Price,,
562,Facility,,
562,Check-in,,
562,Check-out,,
572,Room,,
572,Staff,"Friendly people both at the reception and in the restaurant, willing to serve.",Positive
572,Location,,
572,Food,,
572,Price,,
572,Facility,,
572,Check-in,,
572,Check-out,,
572,Room,,
572,Staff,,
572,Location,,
572,Food,,
572,Price,,
572,Facility,The elevator needs more cleaning and maybe a complete renovation would be better.,Negative
572,Check-in,,
572,Check-out,,
581,Room,super clean,Positive
581,Staff,Welcoming by the staff,Positive
581,Location,,
581,Price,,
581,Food,,
581,Facility,,
581,Check-in,,
581,Check-out,,
581,Room,,
581,Staff,,
581,Location,Difficulty finding parking,Negative
581,Food,,
581,Price,,
581,Facility,,
581,Check-in,,
581,Check-out,,
594,Room1,"Newly refurbished, clean and tidy.",Positive
594,Staff,Nice welcoming staff.,Positive
594,Check-in,Kindly settled early.,Positive
594,Food,We had a delicious dinner at the hotel restaurant.,Positive
594,Facility1,There is a cozy courtyard.,Positive
594,Facility2,Parking.,Positive
594,Location,,
594,Price,,
594,Check-out,,
594,Room,"Very uncomfortable folding bed, the child at night could not fall asleep with it.",Negative
594,Location1,It is quite noisy at night - you can hear airplanes and music from nightclubs.,Negative
594,Location2,it is close to the airport.,Positive
594,Staff,,
594,Food,,
594,Price,,
594,Facility,,
594,Check-in,,
594,Check-out,,
603,Room,"very clean, modern room",Positive
603,Price,cheap,Positive
603,Staff,,
603,Location,,
603,Food,,
603,Facility,,
603,Check-in,,
603,Check-out,,
603,Room,,
603,Staff,,
603,Location,,
603,Food,,
603,Price,,
603,Facility,The quality of the television image quite poor.,Negative
603,Check-in,,
603,Check-out,,
623,Room,,
623,Staff,,
623,Location,Good location near the airport and the beach.,Positive
623,Food,,
623,Price,,
623,Facility,,
623,Check-in,,
623,Check-out,,
623,Room,Noisy air conditioning.,Negative
623,Location,Noisy night traffic in the area.,Negative
623,Staff,,
623,Food,,
623,Price,,
623,Facility,,
623,Check-in,,
623,Check-out,,
627,Room,,
627,Staff,"I loved the staff, they always greeted us with a smile, they were really nice, they always responded to the help we needed, they called us a taxi, they didn't charge me again because I lost my room ticket.",Positive
627,Location,,
627,Food,,
627,Price,,
627,Facility,"stunning hotel, an aesthetic and clean place with innovative and interesting service that you can really request at the push of a button",Positive
627,Check-in,,
627,Check-out,,
627,Room,,
627,Staff,,
627,Location1,A bit far from the city center,Negative
627,Location2,it's a stunning place.,Positive
627,Price,but taxis cost us the same price from anywhere in the city so it's not critical,Positive
627,Facility,,
627,Check-in,,
627,Check-out,,
630,Room,,
630,Staff,Very friendly and helpful staff.,Positive
630,Location,,
630,Food,,
630,Price,,
630,Facility,,
630,Check-in,,
630,Check-out,,
630,Room,,
630,Staff,,
630,Location,,
630,Food,,
630,Price,,
630,Facility,Wifi was weak at times.,Negative
630,Check-in,,
630,Check-out,,
644,Room1,"Very clean, comfortable bed, very comfortable bed, tea and coffee in the room.",Positive
644,Staff,very friendly welcome,Positive
644,Location,perfect location (near the airport),Positive
644,Food,,
644,Price,,
644,Facility,,
644,Check-in,,
644,Check-out,,
644,Room,There was no hair dryer.,Negative
644,Staff,,
644,Location,,
644,Food,,
644,Price,,
644,Facility,,
644,Check-in,,
644,Check-out,,
648,Room,,
648,Staff,Nice staff.,Positive
648,Location,,
648,Food,,
648,Price,,
648,Facility,,
648,Check-in,,
648,Check-out,,
648,Room,It is very old furniture.,Negative
648,Staff,Maybe the reception needs improvement.,Negative
648,Location,,
648,Food,,
648,Price,,
648,Facility,,
648,Check-in,,
648,Check-out,,
649,Room,Clean comfortable room.,Positive
649,Staff,Friendly staff.,Positive
649,Location,The hotel is located near the airport.,Positive
649,Food,,
649,Price,,
649,Facility,New hotel.,Positive
649,Check-in,,
649,Check-out,,
649,Room1,"The room was small, could have been a bit more spacious.",Negative
649,Room2,everything was fine and met our expectations.,Positive
649,Staff,,
649,Location,,
649,Food,,
649,Price,,
649,Facility,,
649,Check-in,,
649,Check-out,,
