ID,Topics,Text_answer,NegPos_answer,text_output,NegPos,Cosine_Similarity,IsCorrect
87,Staff,Super friendly staff,Positive,Super friendly staff.,Positive,1.0000000000000002,True
87,Food,nice restaurant.,Positive,nice restaurant.,Positive,1.0000000000000002,True
88,Room,Clean comfortable little hotel.,Positive,"Clean comfortable little hotel., It was perfect for my stay.",Positive,0.5023287782256718,False
88,Staff,Lovely friendly staff.,Positive,Lovely friendly staff.,Positive,1.0000000000000002,True
88,Location,Good location and easily reached from the airport.,Positive,Good location and easily reached from the airport.,Positive,1.0000000000000002,True
89,Room,"a clean, comfortable bed within minutes of arrival.",Positive,"In a clean, comfortable bed within minutes of arrival.",Positive,0.8831282039194523,True
89,Check-in,instructions for access were sent in advance and absolutely perfect. ,Positive,instructions for access were sent in advance and absolutely perfect.,Positive,1.0000000000000007,True
90,Room,very clean,Positive,very clean,Positive,1.0000000000000002,True
90,Staff,staff,Positive,staff,Positive,1.0,True
90,Location,position,Positive,position,Positive,1.0,True
90,Facility,parking not always easy,Negative,parking not always easy.,Negative,1.0,True
91,Room, Very nice rooms that were very clean. ,Positive,Very nice rooms that were very clean.,Positive,1.0000000000000002,True
91,Staff," helpful, friendly staff.",Positive,"helpful, friendly staff.",Positive,1.0000000000000002,True
91,Location,Close to Larnaca airport. ,Positive,Close to Larnaca airport.,Positive,1.0,True
92,Room,it was a bit badly soundproofed,Negative,it was a bit badly soundproofed,Negative,1.0000000000000002,True
92,Check-in,"we did late night check in, that was super easy and comfortable",Positive,"we did late night check in, that was super easy and comfortable",Positive,1.0000000000000002,True
93,Room,"New room, very comfortable. ",Positive,"New room, very comfortable.",Positive,1.0,True
93,Staff,,,Francais parlé parfaitement.,Positive,,False
93,Location,,,The location of the place is more a waiting position for your next flight at the Larnaka airport than a beach stay.,Negative,,False
93,Location,,,Bus stop for the airport walkable.,Positive,,False
93,Food,Nice restaurant in the same building very welcoming with nice offer.,Positive,Nice restaurant in the same building very welcoming with nice offer.,Positive,1.0000000000000002,True
94,Staff,"Amazing staff,",Positive,Amazing staff.,Positive,1.0000000000000002,True
94,Food,very tasty food with a super service at the restaurant by the hotel.,Positive,very tasty food with a super service at the restaurant by the hotel.,Positive,1.0000000000000007,True
94,Facility,modern facility ,Positive,modern facility,Positive,1.0000000000000002,True
95,Room,clean and quiet,Positive,clean and quiet,Positive,1.0000000000000002,True
95,Location,perfect location for the airport,Positive,perfect location for the airport,Positive,1.0000000000000002,True
96,Room,some of the towels were dirty,Negative,some of the towels were dirty,Negative,1.0000000000000002,True
96,Room,the room is very comfortable.,Positive,the room is very comfortable.,Positive,1.0000000000000002,True
96,Staff,"the staff is very nice,",Positive,the staff is very nice.,Positive,1.0000000000000002,True
97,Staff,service was excellent,Positive,service was excellent,Positive,1.0000000000000002,True
97,Food,The food we had was excellent,Positive,The food we had was excellent,Positive,1.0000000000000002,True
98,Room,the blankets - too thick for this incredible hot hot hot weather.,Negative,Only thing I didn't like were the blankets - too thick for this incredible hot hot hot weather.,Negative,0.795310662843817,True
98,Room,"very nice, spacious, clean and modern.",Positive,"The Hotel itself was very nice, spacious, clean and modern.",Positive,0.6569729210330907,False
98,Location,"it is close to the airport. The nearby beach (mackenzie) is nice, long, with some cool and fancy bars.  there is also the salt lake",Positive,"it is close to the airport., the location offers some nice places for at least a two-nights stay for sure., The nearby beach (mackenzie) is nice, long, with some cool and fancy bars., there is also the salt lake which I wished to visit but didn't have time.",Positive,0.7349894953734383,True
99,Room,very clean,Positive,very clean,Positive,1.0000000000000002,True
99,Staff,the staff was wonderful,Positive,the staff was wonderful,Positive,1.0,True
100,Room,"really clean,",Positive,really clean,Positive,1.0000000000000002,True
100,Staff,"exceptional staff, incredibly polite",Positive,"exceptional staff, incredibly polite",Positive,1.0,True
101,Room,The cupboards/wardrobes need doors and they should be drawers in the room to keep the rooms tidy.,Negative,The cupboards/wardrobes need doors and they should be drawers in the room to keep the rooms tidy.,Negative,1.000000000000001,True
101,Staff,The staff were very hospitable and very helpful.,Positive,The staff were very hospitable and very helpful.,Positive,1.0000000000000007,True
102,Room,Nice modern and clean rooms.,Positive,Nice modern and clean rooms.,Positive,1.0000000000000002,True
102,Staff,Very friendly staff.,Positive,Very friendly staff.,Positive,1.0000000000000002,True
102,Location,"The location is excellent close to Airport, Makenzie beach and touristic area, and bus stop going from Airport to town is few meters away.",Positive,"The location is excellent close to Airport, Makenzie beach and touristic area, and bus stop going from Airport to town is few meters away.",Positive,1.0000000000000002,True
103,Room,No soap or shampoo in the shower. There was hand soap instead.,Negative,No soap or shampoo in the shower. There was hand soap instead.,Negative,1.0000000000000007,True
103,Room,The room was recently refurbished and very spatious. Nice view of the salt lake by the terrace.  Sinks and toilette separated by a door inside the bathroom.,Positive,"The room was recently refurbished and very spatious., Nice view of the salt lake by the terrace., Sinks and toilette separated by a door inside the bathroom.",Positive,1.0,True
104,Room,good rooms,Positive,good rooms,Positive,1.0000000000000002,True
104,Location,,,Quiet place,Positive,,False
105,Room,the rooms were very clean and the bathroom was spacious.,Positive,"the rooms were very clean, the bathroom was spacious",Positive,0.9207401897413285,True
105,Staff,The staff was super nice,Positive,The staff was super nice,Positive,1.0000000000000002,True
106,Room,very comfortable beds.,Positive,very comfortable beds.,Positive,1.0000000000000002,True
106,Staff,The hotel staff should learn better English ,Negative,"The hotel staff should learn better English - confusing the term 'fridge' and 'freezer' can be fatal for a person with diabetes. The team froze our insulin, meaning it was unusable.",Negative,0.4607536350907104,False
106,Location,the proximity to the airport,Positive,the proximity to the airport.,Positive,1.0000000000000002,True
107,Room,Rooms large and newly redecorated in a contemporary style. Bed very comfortable,Positive,"Rooms large and newly redecorated in a contemporary style., Bed very comfortable.",Positive,1.0000000000000002,True
107,Location,Very convenient for the airport,Positive,Very convenient for the airport.,Positive,1.0000000000000002,True
107,Food,Breakfast was excellent.,Positive,Breakfast was excellent.,Positive,1.0000000000000002,True
109,Room,"Clean hotel, lovely rooms with comfortable beds. ",Positive,"Clean hotel, lovely rooms with comfortable beds.",Positive,1.0000000000000004,True
109,Staff,Very helpful staff,Positive,Very helpful staff.,Positive,1.0000000000000002,True
109,Location,Great location for overnight stay for late flights. ,Positive,Great location for overnight stay for late flights.,Positive,1.0000000000000004,True
110,Room,,,it is confortable,Positive,,False
110,Facility,,,the building is completely refurbished,Positive,,False
110,Check-in,the self check in was very easy.,Positive,the self check in was very easy,Positive,1.0000000000000004,True
111,Room,spotlessly clean.,Positive,spotlessly clean.,Positive,1.0000000000000002,True
111,Location,Excellent for airport and Mackenzie beach ,Positive,Excellent for airport and Mackenzie beach.,Positive,1.0000000000000002,True
112,Staff,,,good service,Positive,,False
112,Food,"very nice restaurant, good food and service",Positive,"very nice restaurant, good food",Positive,0.7474073540060464,True
112,Facility,,,recently refurbished,Positive,,False
113,Room,Very nice clean rooms,Positive,Very nice clean rooms,Positive,1.0,True
113,Staff,Staff excellent and accommodating.,Positive,Staff excellent and accommodating.,Positive,1.0,True
119,Room,"The room was clean and comfortable with everything I needed including a fridge and kettle. The shower was great, the air con worked well.",Positive,"The room was clean and comfortable with everything I needed including a fridge and kettle., The shower was great, the air con worked well.",Positive,1.0000000000000002,True
119,Staff,"But what made La Veranda stand out was the fantastic service, they couldn't have been friendlier, kinder or more helpful. they were able to accommodate my specific needs",Positive,"the fantastic service, they couldn't have been friendlier, kinder or more helpful and it made a massive difference for me as they were able to accommodate my specific needs, for which I was extremely grateful!",Positive,0.5686784572791871,False
119,Location,It's in a great location for the airport and the beach. ,Positive,It's in a great location for the airport and the beach.,Positive,1.0000000000000002,True
120,Room,The room was small but adequate,Negative,,,,False
120,Room,,,The room was small but adequate.,Positive,,False
120,Staff,Helpful staff ,Positive,Helpful staff,Positive,1.0000000000000002,True
120,Location,close to airport,Positive,close to airport,Positive,1.0000000000000002,True
122,Room,Very clean,Positive,Very clean,Positive,1.0000000000000002,True
122,Staff,super friendly staff.,Positive,super friendly staff,Positive,1.0000000000000002,True
123,Room,The area was a little noisy when we stayed there.,Negative,,,,False
123,Staff,The front desk was very friendly and helpful.,Positive,The front desk was very friendly and helpful.,Positive,1.0000000000000002,True
123,Location,,,The area was a little noisy when we stayed there.,Negative,,False
123,Location,Very convenient location close to the airport. ,Positive,Very convenient location close to the airport.,Positive,1.0000000000000004,True
123,Facility,,,Nice and simple hotel.,Positive,,False
124,Staff,Very friendly staff,Positive,Very friendly staff,Positive,1.0000000000000002,True
126,Room,It was a bit loud outside ,Negative,,,,False
126,Room,"very nice bathroom, and the room was well equipped and also smelled very nice.",Positive,"very nice bathroom, and the room was well equipped and also smelled very nice.",Positive,1.0,True
126,Staff,"staff very helpful and friendly, ",Positive,staff very helpful and friendly.,Positive,1.0000000000000002,True
126,Location,,,It was a bit loud outside but that was just normal for summertime.,Negative,,False
126,Food,The food was very tasty,Positive,The food was very tasty (I didn't have breakfast but ate dinner at the restaurant).,Positive,0.5499883949217763,False
131,Room,The room was very clean. ,Positive,The room was very clean. Using the air conditioner was great after a hot day outside.,Positive,0.6046779201528906,False
131,Staff,The staff was very nice.,Positive,The staff was very nice.,Positive,1.0000000000000002,True
131,Location,"The location of the hotel was a bit far from the city centre, ",Negative,The location of the hotel was a bit far from the city centre.,Negative,1.0000000000000002,True
131,Location,,,"you can take the 425 bus, which arrives fairly often at the station near the hotel.",Positive,,False
133,Room,,,the room was clean & the bed were comfortable,Positive,,False
133,Staff,,,the lady in reception (Maria) was VERY helpful,Positive,,False
133,Price,,,good value for money,Positive,,False
133,Facility,no swimming pool,Negative,if the hotel had swimming pool it would be perfect,Negative,0.23773923857522397,False
137,Room,The smell in the bathroom,Negative,,,,False
137,Room,Room was clean and the bed was comfortable ,Positive,Room was clean and the bed was comfortable,Positive,1.0000000000000007,True
137,Staff,Friendly staff ,Positive,Friendly staff,Positive,1.0000000000000002,True
137,Location,great location,Positive,great location,Positive,1.0000000000000002,True
138,Room,"very clean room and bathroom,",Positive,very clean room and bathroom,Positive,1.0000000000000002,True
138,Staff,"very helpful and kind personel,",Positive,very helpful and kind personel,Positive,1.0000000000000002,True
138,Location,,,Great localization,Positive,,False
139,Location,the proximity to the airport,Positive,the proximity to the airport,Positive,1.0000000000000002,True
139,Food,nice restaurant at the hotel with a external balcony,Positive,nice restaurant at the hotel with a external balcony,Positive,1.0000000000000002,True
139,Facility,slow elevators,Negative,slow elevators,Negative,1.0000000000000002,True
150,Room,,,"Everything was new, beautiful and clean.",Positive,,False
150,Location,,,there is no kiosk open 24 hours close to the hotel.,Negative,,False
150,Facility,That there is no kiosk open 24 hours close to the hotel.,Negative,,,,False
150,Facility,"Everything was new, beautiful and clean.",Positive,"Everything was new, beautiful and clean.",Positive,1.0000000000000002,True
152,Room,,,clean rooms.,Positive,,False
152,Location,,,"Close to the bars near the sea, close to the airport.",Positive,,False
152,Check-in,there was no one in the hotel to give us keys and the door was locked. ,Negative,We had a late check in and there was no one in the hotel to give us keys and the door was locked. We had to ask the taxi driver to make the call because it was cyprus number.,Negative,0.7129479237514941,True
154,Room,Would have liked more TV channels like RT Russia Today,Negative,Would have liked more TV channels like RT Russia Today.,Negative,1.0000000000000007,True
154,Staff,,,Lovely staff.,Positive,,False
154,Food,,,Good food.,Positive,,False
171,Room,,,electronic system for saying if you want to clean-up your room or you don't want to be disturbed.,Positive,,False
171,Staff,,,The staff was very welcoming.,Positive,,False
171,Location,,,"Very nice place, just few steps from the salt lake and the McKenzie Beach (with shallow water, good for people who are not too good swimmers, a lot of cafes and bars nearby).",Positive,,False
171,Facility,when I came but the hotel doesn't have it's own parking lot so sometimes it might be difficult to find a parking spot.,Negative,the hotel doesn't have its own parking lot so sometimes it might be difficult to find a parking spot.,Negative,0.8263637016720865,True
179,Room,Better TV channel selection would have been good for evening.,Negative,Better TV channel selection would have been good for evening.,Negative,1.0000000000000007,True
179,Room,,,Very clean.,Positive,,False
179,Location,,,"Close to local restaurants and beach., Quiet.",Positive,,False
180,Room,AC was a bit loud and the people in the next hotel were also loud to be heard from our room,Negative,"AC was a bit loud., the people in the next hotel were also loud to be heard from our room.",Negative,0.9596398661682172,True
180,Room,,,"Sparkling clean, comfy bed",Positive,,False
180,Staff,,,friendly staff,Positive,,False
180,Food,,,delicious breakfast (great freshly made croissants),Positive,,False
190,Room,"Our room was rather small and lacked a balcony, ",Negative,Our room was rather small and lacked a balcony.,Negative,1.0000000000000002,True
190,Location,,,Conveniently located.,Positive,,False
190,Food,,,Excellent breakfast.,Positive,,False
190,Facility,,,A very modern and contemporary hotel.,Positive,,False
190,Check-in,,,We had a very late (1am) self check-in which worked very well.,Positive,,False
195,Room,,,"Clean, spacious",Positive,,False
195,Staff,,,friendly,Positive,,False
195,Location,Not too close to the beach ,Negative,Not too close to the beach,Negative,1.0000000000000002,True
195,Location,,,Perfect for pre or post airport stays,Positive,,False
195,Facility,,,new and modern,Positive,,False
196,Room,The mattresses were hard.,Negative,The mattresses were hard.,Negative,1.0,True
196,Price,,,there was a promotion from booking.com which didn't apply and we payed 80 euro more. After that I checked a new dates to book and we had similar number and if we do it it will be the same. This is a big fraud.,Negative,,False
208,Room,"there was hair on the floor from previous visitors, it should be better cleaner .",Negative,"there was hair on the floor from previous visitors, it should be better cleaner.",Negative,1.0000000000000007,True
208,Location,,,"quiet area, easy to find parking places",Positive,,False
209,Room,"it was a bit noisy
 we could here everything",Negative,it was a bit noisy we could hear everything.,Negative,0.7799154245579976,True
209,Room,,,it was a really nice room,Positive,,False
209,Staff,,,very friendly people,Positive,,False
209,Food,,,we loved the breakfast,Positive,,False
213,Room,In the bathroom smelled bad,Negative,In the bathroom smelled bad.,Negative,1.0000000000000002,True
213,Staff,,,the chef is kind.,Positive,,False
213,Food,,,The food was very good.,Positive,,False
433,Room,,,"the shower of our room is very inconviniently placed, making a mess because of insufficient coverage of the bathroom glass, the edges of the shower (between wall tiles and the shower floor) need replacement - they are hollow and seem moldy, the bin is rusty, the mirror is weirdly placed, on the right of the sink, due to the placement of the curtains, a lot of light gets in the room in the morning",Negative,,False
433,Room,,,I also liked the size of the room and the bed.,Positive,,False
433,Staff,,,I really liked how polite and friendly the staff was.,Positive,,False
433,Facility,"there is no designated parking, you just park wherever you find",Negative,"there is no designated parking, you just park wherever you find",Negative,0.9999999999999994,True
433,Check-out,,,"we have requested late check out (1pm) which we got and we appreciate it. However, we got a call that prompted us to check out at the normal time (12pm) as the next customers would arrive. I exllained thay we have been granted late check out and the clerk apologised. No problem for this, but I find it important to keep staff updated about these things.",Negative,,False
436,Room,"Size of the room is one of the smallest I have ever seen. There is no space for the suitcase nor a wardrobe. No sitting area.
 There is a terrace which Sun hits all the time,",Negative,"Size of the room is one of the smallest I have ever seen., There is no space for the suitcase nor a wardrobe. No sitting area.",Negative,0.8829548840835918,True
436,Room,,,"The room was perfectly clean., There is a terrace which Sun hits all the time, except for the early morning.",Positive,,False
436,Staff,,,Maria and Richard are really great hosts! Very kind and hospitable. Maria has offered an adapter immediately.,Positive,,False
436,Location,,,Central location.,Positive,,False
436,Price,"Overpriced for such small room, For that money for which I used to pay better hotels",Negative,For that money for which I used to pay better hotels in Valencia you get one small water bottle.,Negative,0.592062500073894,False
437,Room,The rooms were a bit small for a suite. ,Negative,The rooms were a bit small for a suite.,Negative,1.0000000000000004,True
437,Room,,,"It was clean, the beds were comfortable.",Positive,,False
437,Food,No breakfast included. We tried it one time at their restaurant and it was low quality compared to an original greek breakfast.,Negative,"No breakfast included., it was low quality compared to an original greek breakfast. Didn't eat there again.",Negative,0.5750614050702479,False
437,Price,For what you get it was a bit expensive. ,Negative,For what you get it was a bit expensive.,Negative,1.0000000000000002,True
439,Room,Room quite small.,Negative,Room quite small.,Negative,1.0000000000000002,True
439,Location,,,Usefully located hotel in between city centre and airport.,Positive,,False
439,Food,Restaurant was offering a rather narrow set of choices compared to what was listed on the menu.,Negative,Restaurant was offering a rather narrow set of choices compared to what was listed on the menu.,Negative,1.0000000000000002,True
439,Food,,,Restaurant stayed open reasonably late so I could eat after an evening arrival.,Positive,,False
447,Room,The bed and pillows were very uncomfortable and the telly was not working properly,Negative,"The bed and pillows were very uncomfortable., the telly was not working properly.",Negative,0.9737289911202952,True
447,Staff,,,the staff were lovely,Positive,,False
453,Room,"Safe didn’t work, back door balcony in other bedroom wouldn’t lock, do not disturb sign didn’t work (electronic) 
 asked for double bed and got two single beds next to eachother 
 very noisy guests. ",Negative,"Safe didn’t work, back door balcony in other bedroom wouldn’t lock, do not disturb sign didn’t work (electronic), asked for double bed and got two single beds next to each other, very noisy guests.",Negative,0.937971606453711,True
453,Staff,,,"Waited 10 minutes for someone to come greet us for check in, no one on desk., Guy on desk told us we had not paid but we did, then he took a picture of my passport which no hotel does at all which was very strange.",Negative,,False
453,Location,,,close to mackenzie beach,Positive,,False
453,Check-in,Waited 10 minutes for someone to come greet us for check in,Negative,,,,False
454,Location,Very noisy neighborhood,Negative,Very noisy neighborhood,Negative,1.0000000000000002,True
455,Room,The aircon was too strong. Very noisy,Negative,"The aircon was too strong so we’d opened the windows, big mistake! Very noisy (I’ve asked quiet room).",Negative,0.5543361969274666,False
455,Room,,,"It’s clean., The pictures of the room are accurate.",Positive,,False
455,Staff,the guy was offended becawe asked to see the room before paying….,Negative,the guy was offended because we asked to see the room before paying.,Negative,0.8159466395833364,True
455,Location,"The location was not great, It’s in front of a pension and so close that people could see the colour of my underwear. ",Negative,"The location was not great, It’s in front of a pension and so close that people could see the colour of my underwear.",Negative,1.0,True
455,Location,,,you can easily pass here one night before flying back.,Positive,,False
455,Facility,,,"the pool not even to be considered., the overall hotel installation is badly maintained., The lift broke.",Negative,,False
456,Room,"They need to put a lock to the bathroom and a shower glass door inside or else it gets messy.
 -wifi is not good",Negative,They need to put a lock to the bathroom and a shower glass door inside or else it gets messy.,Negative,0.8466473536503033,True
456,Room,,,rooms are very well maintained.,Positive,,False
456,Staff,,,Mrs Tony does a fabulous job keeping the place spotless and making the guests comfortable. The helps are amazing too. Thanks to all at the hotel who work hard to keep it in good condition.,Positive,,False
456,Location,,,"Location is good and Convenient by taxi to city Center, airport and beach.",Positive,,False
456,Food,No free breakfast option. ,Negative,No free breakfast option.,Negative,1.0,True
456,Food,,,The sandwiches and hummus by the chef were delicious.,Positive,,False
456,Price,,,when I booked this property in advance it was a higher price but booking.com reduced the price before my travel date and the hotel refused to accept the lower price which I felt was unfair for me as they charged twice for cancellation and rebooking.,Negative,,False
456,Facility,,,wifi is not good.,Negative,,False
456,Facility,,,Peaceful and good for couples and backpackers.,Positive,,False
457,Room,The way room are furnished is not comfortable,Negative,The way room are furnished is not comfortable.,Negative,1.0000000000000002,True
458,Room,"Noisy. Probably renovation work was in progress so, some items were not ready. Example, there is no rod for hangers in the wardrobe, the safe wasn’t fixed.",Negative,"Noisy, there is no rod for hangers in the wardrobe, the safe wasn’t fixed.",Negative,0.6503613483897926,False
458,Room,,,Basic night stay,Neutral,,False
458,Food,Limited food options,Negative,Limited food options,Negative,1.0000000000000002,True
458,Facility,facilities are limited. ,Negative,"facilities are limited., Probably renovation work was in progress so, some items were not ready.",Negative,0.33517574332792605,False
459,Room,"TV did not work, garbage truck passes at 3 a.m with an incredible noise.",Negative,"TV did not work., garbage truck passes at 3 a.m with an incredible noise.",Negative,1.0000000000000002,True
459,Room,,,"Very comfortable bed, room very new and comfortable.",Positive,,False
460,Room,"No cleaning service the 4 days I stayed, no emptying garbage can and also had to ask for fresh towels. There were not even hangers for clothes in the closet",Negative,"No cleaning service the 4 days I stayed, no emptying garbage can and also had to ask for fresh towels., There were not even hangers for clothes in the closet.",Negative,1.0,True
460,Room,,,Room was very clean upon arrival.,Positive,,False
460,Staff,,,staff was very polite.,Positive,,False
460,Location,,,Location was excellent.,Positive,,False
460,Price,Rate was very expensive for what it offered.,Negative,Rate was very expensive for what it offered.,Negative,1.0000000000000002,True
461,Room,Our plumbing had complications twice. ,Negative,,,,False
461,Staff,,,"the cleaning crew cleaned out our rooms and threw out a box of cookies next to our bags that was meant to be a gift., It was nice that they tried, but they should be refunding us for the cookies we lost.",Negative,,False
461,Staff,,,"The people working there were kind and responsive., I feel bad writing a negative review because they were kind.",Positive,,False
461,Facility,,,Our plumbing had complications twice.,Negative,,False
474,Room,,,"Clean, smart devices.",Positive,,False
474,Food,Very poor lunch (breakfast),Negative,Very poor lunch (breakfast).,Negative,1.0,True
474,Price,"Overpriced for its facilities,",Negative,Overpriced for its facilities.,Negative,1.0,True
474,Facility,,,if you're lucky you may have the only one parking in the side.,Negative,,False
475,Room,"The floor is not cleaned enough, full of dust, water does not drain and floods the room",Negative,"The floor is not cleaned enough, full of dust, water does not drain and floods the room.",Negative,0.9999999999999992,True
483,Room,"The main reason for not giving the highest rating is the noise. From the neighboring hotels/houses, they showered at any time of the day and made unpleasant noise. There were problems with the sealing and closing of the window.",Negative,"The main reason for not giving the highest rating is the noise. From the neighboring hotels/houses, they showered at any time of the day and made unpleasant noise., There were problems with the sealing and closing of the window.",Negative,1.0,True
483,Staff,,,The staff are extremely friendly and always happy to help when needed. They were always ready to answer any of our questions.,Positive,,False
483,Location,,,"In a very good location, close to the airport, especially if you have an early or late flight, and also close to the beach.",Positive,,False
484,Room,Room a bit small,Negative,,,,False
484,Location,Just a bit far from town,Negative,,,,False
491,Room,The noise. The rooms are poorly soundproofed. We hear the neighbors moving.,Negative,The rooms are poorly soundproofed. We hear the neighbors moving.,Negative,0.9277751139413318,True
491,Room,,,"Practical rooms, balconies in each room.",Positive,,False
491,Staff,,,Listening staff.,Positive,,False
491,Location,,,good location for the airport.,Positive,,False
492,Room,"bed duvet much too thick, we suffocate underneath! Very hard bed. Noisy, due to the heavy use of tiling and the steady stream of travelers arriving/departing for the airport throughout the night.",Negative,"bed duvet much too thick, we suffocate underneath! Very hard bed., Noisy, due to the heavy use of tiling and the steady stream of travelers arriving/departing for the airport throughout the night.",Negative,1.0000000000000002,True
492,Location,,,"Hotel near the airport, ideal for a late arrival or a very early departure., near the airport",Positive,,False
510,Room,"Cramped, the third bed for a child is more suitable for a baby, minimalist room accessories",Negative,"Cramped, the third bed for a child is more suitable for a baby., minimalist room accessories.",Negative,1.0,True
510,Room,,,clean,Positive,,False
510,Location,,,Proximity to the airport,Positive,,False
510,Price,,,cheap,Positive,,False
521,Room,The air conditioner does not cool enough,Negative,The air conditioner does not cool enough.,Negative,1.0000000000000004,True
521,Room,,,"Very clean, well organized, nothing missing, pleasant balcony, comfortable mattress.",Positive,,False
521,Staff,,,nice hosts,Positive,,False
538,Room,Rooms may be a bit small for a longer stay,Negative,,,,False
538,Location,,,"Good location close to the airport - easily accessible by taxi, there is also a bus route nearby.",Positive,,False
538,Check-in,,,We arrived in the middle of the night and were able to get into the room via self-check-in without any problems.,Positive,,False
540,Room,Room a little smaller than average,Negative,Room a little smaller than average.,Negative,1.0000000000000002,True
540,Room,,,"Really soft bed and pillows., large bathroom and shower.",Positive,,False
540,Staff,,,very kind staff on the last day kept our suitcases in custody for the whole day.,Positive,,False
540,Location,,,"Location is very close to the beach, Very close to the airport, like 8 minutes by car.",Positive,,False
543,Room,,,recently refurbished rooms.,Positive,,False
543,Location,,,Little parking nearby arriving in the evening.,Negative,,False
543,Facility,Little parking nearby arriving in the evening,Negative,,,,False
548,Food,Have to pay for breakfast,Negative,Have to pay for breakfast,Negative,1.0000000000000002,True
548,Food,,,Arabic food,Positive,,False
560,Room,There was no hot water the two nights. ,Negative,There was no hot water the two nights we slept there.,Negative,0.8229382910085349,True
560,Staff,,,"even when we complained, they said they took care of it and it wasn't taken care of.",Negative,,False
560,Location,,,Excellent location near the airport. Good for an overnight stay after a late or early morning flight.,Positive,,False
562,Room,The water in the bath is cold!!!!!! ,Negative,The water in the bath is cold.,Negative,1.0000000000000002,True
562,Room,,,The room is really clean.,Positive,,False
562,Location,,,close to Larnaca airport and it was really convenient to stop there because our flight landed in the middle of the night.,Positive,,False
572,Staff,,,"Friendly people both at the reception and in the restaurant, willing to serve.",Positive,,False
572,Facility,The elevator. it needs more cleaning and maybe a complete renovation would be better.,Negative,The elevator needs more cleaning and maybe a complete renovation would be better.,Negative,0.9266368211041915,True
581,Room,,,super clean,Positive,,False
581,Staff,,,Welcoming by the staff,Positive,,False
581,Facility,Difficulty finding parking,Negative,Difficulty finding parking.,Negative,1.0000000000000002,True
594,Room,,,"Very uncomfortable folding bed, the child at night could not fall asleep with it.",Negative,,False
594,Room,,,"Newly refurbished, clean and tidy.",Positive,,False
594,Staff,,,"Nice welcoming staff., Kindly settled early.",Positive,,False
594,Location,"music from nightclubs, such a location, but it is close to the airport.",Negative,It is also quite noisy at night - you can hear airplanes and music from nightclubs.,Negative,0.23161087608853323,False
594,Location,,,it is close to the airport.,Positive,,False
594,Food,,,We had a delicious dinner at the hotel restaurant.,Positive,,False
594,Facility,,,"There is a cozy courtyard., Parking.",Positive,,False
596,Location,Noisy outside,Negative,,,,False
603,Room,The quality of the television image quite poor.,Negative,The quality of the television image quite poor.,Negative,1.0000000000000007,True
603,Room,,,"very clean, modern room",Positive,,False
603,Price,,,cheap,Positive,,False
613,Room,Not all rooms have a balcony. I did not have it.,Negative,,,,False
617,Room,Very noisy,Negative,,,,False
622,Room,we didn't have a balcony.,Negative,,,,False
623,Room,Noisy air conditioning,Negative,Noisy air conditioning.,Negative,1.0000000000000002,True
623,Location, night traffic in the area.,Negative,night traffic in the area.,Negative,1.0000000000000002,True
623,Location,,,Good location near the airport and the beach.,Positive,,False
627,Staff,,,"I loved the staff, they always greeted us with a smile, they were really nice, they always responded to the help we needed, they called us a taxi, they didn't charge me again because I lost my room ticket.",Positive,,False
627,Location,A bit far from the city center,Negative,A bit far from the city center.,Negative,1.0000000000000002,True
627,Location,,,it's a stunning place.,Positive,,False
627,Price,,,taxis cost us the same price from anywhere in the city so it's not critical.,Positive,,False
627,Facility,,,"a stunning hotel, an aesthetic and clean place with innovative and interesting service that you can really request at the push of a button that you won't be able to hear the bell, I have never come across this in my life amazing thank you so much to this hotel.",Positive,,False
630,Room,Wifi was weak at times.,Negative,Wifi was weak at times.,Negative,1.0000000000000002,True
630,Staff,,,Very friendly and helpful Staff.,Positive,,False
644,Room,There was no hair dryer,Negative,,,,False
644,Room,,,"Very clean, comfortable bed, very comfortable bed, tea and coffee in the room.",Positive,,False
644,Staff,,,very friendly welcome.,Positive,,False
644,Location,,,perfect location (near the airport).,Positive,,False
644,Facility,,,There was no hair dryer.,Negative,,False
648,Staff,,,Maybe the reception needs improvement.,Negative,,False
648,Staff,,,Nice staff.,Positive,,False
648,Location,,,leave early the next day from the airport,Positive,,False
648,Facility,Maybe the reception needs improvement. It is very old furniture,Negative,It is very old furniture.,Negative,0.5797386715376658,False
649,Room,"The room was small, could have been a bit more spacious. ",Negative,"The room was small, could have been a bit more spacious.",Negative,1.0000000000000007,True
649,Room,,,Clean comfortable room.,Positive,,False
649,Staff,,,Friendly staff.,Positive,,False
649,Location,,,"The hotel is located near the airport., there was no noise from the street, and the sound from landing / taking off planes did not particularly bother us.",Positive,,False
649,Facility,,,"New hotel., everything was fine and met our expectations.",Positive,,False
655,Room,,,"The room was very well equipped, clean, comfortable.",Positive,,False
655,Staff,,,Very warm and caring welcome.,Positive,,False
655,Location,a bit far from city center.,Negative,a bit far from city center.,Negative,1.0000000000000002,True
655,Location,,,The hotel is not far from the airport.,Positive,,False
661,Room,,,"small but modern rooms, good bed, very good bathroom.",Positive,,False
661,Location,Those who sleep lightly will be disturbed by the aircraft noise. ,Negative,Those who sleep lightly will be disturbed by the aircraft noise.,Negative,1.0000000000000002,True
661,Location,,,Proximity to the airport.,Positive,,False
666,Room,bed a bit uncomfortable.,Negative,bed a bit uncomfortable.,Negative,1.0000000000000002,True
