ID,Topics,Text_answer,NegPos_answer,NegPos_output,Text_output,Sentiment_Match
233,Room,,,Negative,a little far from local shop,False
233,Room,rooms where really spacious and fresh and clean.,Positive,,,False
234,Location,"great location for bars, restaurants and beach",Positive,Positive,"great location for bars, restaurants and beach",True
234,Price,at a very good rate for the excellent standard of accommodation,Positive,Positive,very good rate,True
234,Room,,,Positive,"excellent standard of accommodation, nothing",False
235,Location,Great location ,Positive,Positive,Great location,True
235,Room,and very clean,Positive,,,False
235,Staff,"with very welcoming staff,",Positive,Positive,very welcoming,True
236,Check-in,,,Positive,The check-in process was smooth and efficient.,False
236,Facility,,,Mixed,"The facility had a nice pool and gym, but the room was small.",False
236,Facility,Modern hotel with good facilities. ,Positive,,,False
236,Food,,,Negative,"The food was terrible, overpriced, and not worth it.",False
236,Food,Breakfast as an extra was good.,Positive,,,False
236,Location,"The hotel is about 100m from the 425 bus route which runs to the airport, about 10 minutes away. ",Positive,Positive,The location was perfect for our needs.,True
236,Price,,,Positive,The price was reasonable and affordable.,False
236,Room,"Although small, the room was comfortable. However, the bathroom was a good size and well appointed. ",Positive,Positive,"The room was clean and comfortable., The room was spacious and had a great view.",True
237,Room,clean and comfortable,Positive,Positive,clean and comfortable,True
238,Location,close to the airport,Positive,Positive,close to the airport,True
238,Room,"stingy smell from the bathroom
 quite small room",Negative,,,False
238,Room,,,Positive,close to the airport,False
239,Facility,There should be a safety strip on the step to each floor coming up the stairs. You are unaware of it and could possibly trip as I did.,Negative,,,False
239,Location,Not far from the sea.,Positive,,,False
239,Room,Light and airy and clean room. ,Positive,,,False
240,Check-in,,,Positive,The check-in process was smooth and efficient.,False
240,Facility,,,Mixed,"The facility had a nice pool and gym, but the room was small.",False
240,Facility,,,Positive,Most importantly it is very clean!,False
240,Food,,,Negative,"The food was terrible, overpriced, and not worth it.",False
240,Location,,,Positive,"The location is very nice of this hotel due to such close proximity to the beach and restaurants., The location was perfect for our needs.",False
240,Price,,,Positive,The price was reasonable and affordable.,False
240,Room,,,Positive,"Thank you so much for a very warm welcome and comfortable stay., The room was clean and comfortable., The room was spacious and had a great view.",False
240,Staff,,,Positive,The hotel manager was reachable at all times due to my flight times and further delays. I couldn't have asked for more informative and reassuring service. 5 star service!,False
241,Location,i didnt want to be in the center so for me the location was perfect! walking distance to airport and close to the more luxurious beach strip with delicious restaurants.,Positive,Positive,i didnt want to be in the center so for me the location was perfect! walking distance to airport and close to the more luxurious beach strip with delicious restaurants.,True
241,Price,"for the price that it was, it only had some random unlabeled shampoo dispenser attached to the shower wall. dont know if it was body or hair shampoo but it wasnt very nice at all, and seemed a little cheap considering the hotel cost.",Negative,Negative,"it only had some random unlabeled shampoo dispenser attached to the shower wall. dont know if it was body or hair shampoo but it wasnt very nice at all, and seemed a little cheap considering the hotel cost.",True
241,Room,"for the price that it was, it only had some random unlabeled shampoo dispenser attached to the shower wall. dont know if it was body or hair shampoo but it wasnt very nice at all, ",Negative,,,False
241,Room,spacious room and minifridge; large bathroom; very clean and comfy bed and lovely little balcony;,Positive,Positive,spacious room and minifridge; large bathroom; very clean and comfy bed and lovely little balcony,True
241,Staff,staff was very friendly and lend me an adaptor several times. ,Positive,Positive,staff was very friendly and lend me an adaptor several times.,True
242,Room,"Very clean, comfortable and pleasant! ",Positive,Positive,"Very clean, comfortable and pleasant!",True
242,Staff,The staff were very accommodating and kind. ,Positive,Positive,The staff were very accommodating and kind.,True
243,Facility,Very modern clean beautifully kept hotel ,Positive,,,False
243,Location,near beaches and restaurants,Positive,,,False
246,Facility,"The hotel is small, which we liked,",Positive,,,False
246,Food,"We also had dinner there, and the food was very good and the chef was very friendly. ",Positive,,,False
246,Location,"The taxi driver had a hard time finding it to drop us off, as it’s amongst several apartment buildings on a small side street. That’s the only negative. The location is a bit hard to find. The taxi drivers GPS had trouble finding it, but eventually we did. It’s amongst several apartment buildings on a small side street.",Negative,Negative,"The location is a bit hard to find. The taxi drivers GPS had trouble finding it, but eventually we did. Itâ€™s amongst several apartment buildings on a small side street.",True
246,Location,and is about 10 minutes from the airport.,Positive,,,False
246,Room,"The rooms were a nice size, very clean, and modern. We had both a family room and a double room, and they were perfect for our quick stay.",Positive,,,False
246,Staff,The owners were very friendly and helpful. ,Positive,,,False
247,Location,,,Positive,very good location,False
247,Room,cleanliness,Positive,,,False
248,Room,"Lack of decent TV channels, only in the evening (past 9 pm) you can actually find something to watch. There are only ~10 channels, half in Greek and half in Russian, and maybe one or two in English (in the evenings)",Negative,,,False
248,Room,"Bed was soooooooo comfortable,",Positive,,,False
248,Staff,"Staff super kind, professional, polite and helpful. ",Positive,,,False
249,Booking-issue,,,Negative,test,False
249,Check-in,,,Positive,"test, test",False
249,Check-out,,,Positive,test,False
249,Facility,,,Negative,test,False
249,Food,,,Negative,test,False
249,Location,,,Positive,"test, test",False
249,Price,,,Positive,test,False
249,Room,,,Positive,"test, test",False
249,Taxi-issue,,,Negative,test,False
251,Staff,friendly staff,Positive,Positive,friendly,True
252,Facility,Exceptionally clean and brand new. ,Positive,,,False
252,Food,Breakfast was freshly made and delicious.,Positive,,,False
252,Room,Exceptionally clean and brand new. ,Positive,,,False
252,Staff, Everyone very friendly,Positive,,,False
254,Facility,Wonderful modern family run small hotel.,Positive,,,False
254,Location, It’s very close to the airport which worked for us.,Positive,,,False
254,Room,"The rooms are spotless, the shower fantastic. The pictures are very true to life.",Positive,,,False
254,Staff,The family were so helpful.,Positive,,,False
256,Location,,,Positive,modern,False
256,Room,clean and modern,Positive,Positive,clean,True
257,Facility,"Very modern, clean hotel
",Positive,,,False
257,Location,"Great location, quiet
",Positive,Positive,"Great location, quiet",True
257,Room,,,Positive,"Very modern, clean hotel",False
257,Staff,Lovely staff,Positive,Positive,Lovely staff,True
259,Location,excellent location near airport then easy drive into larnaca.,Positive,Positive,excellent location near airport then easy drive into larnaca,True
259,Room,only thing was the bathroom floor got wet from the shower and became very slippery. needs two foot towels rather than just one.,Negative,,,False
259,Staff,very friendly and helpful staff.,Positive,Positive,very friendly and helpful staff,True
260,Food,delicious breakfast.,Positive,,,False
260,Location,10 mins walk to Mackenzie Beach and 40 mins (3 km) walk to downtown on a nice promenade.,Positive,,,False
260,Room,Very comfortable beds.,Positive,,,False
260,Staff,"Friendly staff,",Positive,,,False
262,Check-in,,,Positive,The check-in process was smooth and efficient.,False
262,Facility,,,Mixed,"The facility had a nice pool and gym, but the room was small.",False
262,Food,,,Negative,"The food was terrible, overpriced, and not worth it.",False
262,Food,and had a terrific breakfast on the terrace,Positive,,,False
262,Location,The hotel was close to the airport - 6 minutes by taxi (€20) - and we arrived late. ,Positive,Positive,The location was perfect for our needs.,True
262,Price,,,Positive,The price was reasonable and affordable.,False
262,Room,"Clean,  We slept well in a comfy clean bed",Positive,Positive,"The room was clean and comfortable., The room was spacious and had a great view.",True
262,Staff,"great attentive staff, The staff could not be more helpful and showed us to a really nice room with a balcony over the front of the hotel, before they arranged a car for us to get back to the airport to collect our hire car.",Positive,,,False
263,Room,room was big enough with comfy beds for family of four; liked having a small balcony for outdoor space.,Positive,Positive,room was big enough with comfy beds for family of four,True
264,Room,clean and comfortable beds.,Positive,,,False
264,Staff,Friendly staff.,Positive,,,False
266,Room,it’s clean ,Positive,Positive,it's clean,True
266,Staff,and very nice crew,Positive,Positive,very nice crew,True
267,Facility,The hotel was basic but clean and comfortable.,Positive,,,False
267,Staff,Helpful staff arranged a taxi for us from the airport to the hotel.,Positive,,,False
268,Check-in,,,Negative,The check-in process took a long time.,False
268,Check-in,,,Positive,"The check-in process was very smooth and efficient., The check-in process was easy and quick.",False
268,Facility,,,Negative,The facilities were old and needed renovation.,False
268,Facility,La Veranda has been recently refurbished ,Positive,Positive,The facilities were modern and clean.,True
268,Food,,,Negative,"The food at the restaurant was terrible, overpriced and not good quality.",False
268,Food,"Good breakfast available if required,",Positive,,,False
268,Location,,,Negative,The location of the hotel was not ideal for us.,False
268,Location,Easy walk to Mackenzie Beach and short journey from airport.,Positive,Positive,"The location of the hotel was perfect for us., The location of the hotel was great for us.",True
268,Price,,,Negative,The price was too high for what we got.,False
268,Price,,,Positive,"The price was reasonable for the quality we got., The price was reasonable for what we got.",False
268,Room,,,Negative,The room was small and noisy.,False
268,Room,"and the rooms and bathroom, were both modern and comfortable, balcony with sea view.",Positive,Positive,"The room was very comfortable and clean., The room was perfect for our needs.",True
268,Staff,staff extremely helpful and friendly.,Positive,Positive,"The staff were very friendly and helpful., The staff were very helpful and friendly.",True
270,Facility,It was easy at the time to park car outside. ,Positive,,,False
270,Location,,,Positive,park car outside,False
270,Room,"Clean rooms,",Positive,Positive,Clean rooms,True
270,Staff,helpful staff.,Positive,Positive,helpful staff,True
271,Location,Location very convenient. Near the beach and the Restaurants. Public Bus station at 30 meters from the hotel. Also very close to the airport.,Positive,Positive,very convenient. Near the beach and the Restaurants. Public Bus station at 30 meters from the hotel. Also very close to the airport.,True
272,Facility,La Veranda Hotel is very comfortable and clean.,Positive,,,False
272,Food,The Breakfast is so delicious,Positive,Positive,The Breakfast is so delicious,True
272,Location,Great location !! Near Mackenzie beach and very close to the center.,Positive,Positive,Great location !! Near Mackenzie beach and very close to the center.,True
272,Room,,,Positive,"La Veranda Hotel is very comfortable and clean., All was great",False
272,Staff, The staff is very nice,Positive,Positive,The staff is very nice 😃,True
273,Room,,,Positive,"second time, best hotels, recommend it",False
274,Staff,"Every staff member I encountered, from the valet to the check- in to the cleaning staff were delightful and eager to help! ",Positive,Positive,"Every staff member I encountered, from the valet to the check-in to the cleaning staff were delightful and eager to help!",True
275,Room,"The rooms were clean, very comfortable, ",Positive,,,False
275,Staff,and the staff was amazing. They went over and beyond to help make my stay enjoyable.,Positive,,,False
277,Room,"Wanted to have in the shower shampoo, body soap and hair conditioner. The staff explained that the dispancer in the shower holds 3 in 1. Really?!",Negative,,,False
277,Room,,,Positive,"Wanted to have in the shower shampoo, body soap and hair conditioner.",False
277,Staff,,,Negative,The staff explained that the dispancer in the shower holds 3 in 1. Really?!,False
277,Staff,"The staff is always very helpful, exceptional!",Positive,Positive,"The staff is always very helpful, exceptional!",True
278,Facility,The hotel was clean ,Positive,,,False
278,Food,and the food was superb. ,Positive,Positive,the food was superb,True
278,Location,and easy for the airport.,Positive,Positive,the hotel was clean and easy for the airport,True
278,Staff,"The staff were wonderful, so friendly and welcoming ",Positive,Positive,"The staff were wonderful, so friendly and welcoming",True
279,Facility,The hotel is in a residential neighborhood of apartments and is modern. ,Positive,,,False
279,Food,Breakfast is not included in the hotel cost. (no menu - you get whatever is served). ,Negative,,,False
279,Food,"However, there is small restaurant within the hotel lobby that charged $10 euros for a very nice hot breakfast ",Positive,,,False
279,Location,The hotel is in a residential neighborhood of apartments and is modern. The hotel is approx 10 minute drive from the airport and 20 minute drive from the historical area.,Positive,,,False
279,Room,The bed linens were wonderful and the mattress was neither too hard or soft.,Positive,,,False
281,Location,This hotel is in a great location for the airport and restaurants. ,Positive,Positive,This hotel is in a great location for the airport and restaurants.,True
281,Room,,,Positive,"Taking time to print off flight documentation, booking taxis and even when my flight was cancelled, I was able to keep my room for longer without a problem.",False
281,Staff,"The owner and staff are so welcoming and helpful. Taking time to print off flight documentation, booking taxis and even when my flight was cancelled, I was able to keep my room for longer without a problem.",Positive,Positive,The owner and staff are so welcoming and helpful.,True
282,Facility,"Very nice hotel,",Positive,,,False
282,Food,Tasty breakfast.,Positive,Positive,Tasty breakfast,True
282,Location,"close to the beach, but situated in a quiet place",Positive,Positive,"close to the beach, but situated in a quiet place",True
282,Staff,"Helpful, friendly staff.",Positive,Positive,"Helpful, friendly staff",True
284,Facility,"La Veranda was very clean, and was flexible with our schedule. ",Positive,,,False
284,Location,"There are a series of delicious and fun restaurants on the beach quite close to the hotel, which the staff of the hotel kindly told us about.",Positive,,,False
284,Room,The view from the rooms,Negative,,,False
284,Room,"provided everything needed (even a bottle of water in the room!), ",Positive,Positive,The view from the rooms,True
284,Staff,The staff was excellent.,Positive,,,False
285,Facility,Clean and nice place,Positive,,,False
285,Room,It takes too long hot water to reach tap/shower in the room,Negative,Negative,It takes too long hot water to reach tap/shower in the room,True
286,Location,Very convenient location for arriving at the airport.,Positive,Positive,Very convenient location for arriving at the airport.,True
287,Facility,,,Negative,Some smell from bathroom/water.,False
287,Facility,Allowed to take dog was the reason for booking.,Positive,,,False
287,Price,"Good value.
 ",Positive,Positive,Good value.,True
287,Room,Some smell from bathroom/water.,Negative,,,False
287,Room,"Very clean, nice bed and linen.
 ",Positive,Positive,"Very clean, nice bed and linen.",True
288,Facility,Boutique hotel ,Positive,,,False
288,Food,"Good, tasty breakfest.",Positive,Positive,"Good, tasty breakfest.",True
288,Location,but quite distant from the city center. ,Negative,,,False
288,Location,,,Neutral,Only few kilometers from the airport but quite distant from the city center. On the other hand - close to salt lake to have opportunity to watch flamings.,False
288,Location,"Boutique hotel in the quiet area, Only few kilometers from the airport but quite distant from the city center. On the other hand - close to salt lake to have opportunity to watch flamings.",Positive,,,False
288,Room,,,Positive,Boutique hotel in the quiet area.,False
288,Staff,Staff was friendly and helpful,Positive,Positive,Staff was friendly and helpful.,True
291,Location,Close to the airport,Positive,Positive,"Close to the airport, Very clean and cozy",True
291,Room,Very clean and cozy,Positive,,,False
291,Staff,Friendly staff,Positive,Positive,Friendly staff,True
294,Room,clean basic,Positive,Positive,"clean and basic, it was ok",True
296,Room,TV CHANNELS TO BE FIXED :),Negative,,,False
297,Facility,recently refurbished and very clean!,Positive,,,False
297,Room,recently refurbished and very clean!,Positive,,,False
298,Location,location is good you can take bus 425 from the airport to somewhere close enough to the hotel.,Positive,Positive,location is good you can take bus 425 from the airport to somewhere close enough to the hotel.,True
298,Room,"room is spacious and clean, bed is comfy too.",Positive,Positive,"room is spacious and clean, bed is comfy too.",True
298,Staff,stuff were super nice! ,Positive,Positive,stuff were super nice!,True
299,Location," The hotel's location is convenient. Very easy to catch public transportations, many café around and close to the center.",Positive,Positive,"convenient. Very easy to catch public transportations, many café around and close to the center",True
299,Room,"the room is just as in the pictures; newly renovated, fully functional and most importantly comfortable and clean.",Positive,Positive,"newly renovated, fully functional and most importantly comfortable and clean",True
299,Staff,"The staff was very welcoming and friendly,",Positive,Positive,The staff was very welcoming and friendly,True
300,Facility,It was cold for a swim:),Negative,,,False
300,Food,even breakfast was presentable and tasty!,Positive,,,False
300,Location,"Great location very close to the airport, 1 minute walk to the bus station, beach and restaurants.",Positive,,,False
300,Room,"The room was very clean and spacious. The mini bar was rich and very well priced,",Positive,,,False
300,Staff,"The staff was so helpful, friendly and welcoming. My one night stay felt like home! ",Positive,,,False
301,Facility,"Christmas vibes, nice ambiance.",Positive,,,False
301,Location,Quiet area.,Positive,Positive,"Quiet area., nice ambiance.",True
301,Staff,Staff make you feel at home.,Positive,Positive,Staff make you feel at home.,True
302,Room,It was very clean.,Positive,Positive,It was very clean.,True
303,Staff,"Very welcoming couple, helpful, and happy to help for any situation or question.",Positive,,,False
304,Location,"On top of that, the hotel is less than a minute away on foot from the bus station. 
 The city is nice, a lot of restaurants, bars and shops in the area. And of course lots and lots of beach shores to relax at, one of which you can get on foot for less than 5 minutes.",Positive,,,False
304,Room,"What i liked most about the hotel is the room, bed sheets and toilet are super clean. Bed is very comfortable.",Positive,,,False
304,Staff,"The staff was nice, they gave me recommendations on what places to visit and how to roam around.",Positive,,,False
305,Food,all the restaurants were closed. Richard was amazing and whipped us up an excellent pizza even though they were long since closed.,Positive,,,False
305,Staff,"First off, the staff. They have been so accommodating and easy to deal with and have gone above and beyond to help us out. ",Positive,Positive,They have been so accommodating and easy to deal with and have gone above and beyond to help us out.,True
306,Facility,"Good place , ",Positive,,,False
306,Location,,,Positive,Good place,False
306,Staff,"excellent stuff, ",Positive,Positive,excellent,True
307,Facility,"The modern, nice hotel, ",Positive,,,False
307,Location,accommodation for one night before departure.,Positive,,,False
307,Price,,,Positive,15 €,False
307,Room,,,Positive,"modern, nice hotel",False
307,Staff,The hotel arranged a taxi to the airport for 15 €,Positive,,,False
307,Taxi-issue,,,Positive,arranged a taxi to the airport,False
308,Facility,"it was soo nice and cosy, made me feel welcome from the first moment of arrival",Positive,,,False
308,Staff,Wonderful people on reception and in the restaurant :) always smiling and glad to help,Positive,,,False
309,Staff,The management/husband and wife/were fantastic as were all the staff!,Positive,Positive,The management/husband and wife/were fantastic as were all the staff!,True
311,Facility,"Pet friendly hotel, highly recommended we had no extra charge for our dogs,",Positive,,,False
311,Room,"Very clean, Nice freshly decorated rooms.",Positive,,,False
311,Staff,"staff very welcoming and helpful, quick response when asking about bringing them. ",Positive,,,False
312,Facility,the pool is tiny ,Negative,,,False
312,Facility,"the place was very clean,  and everything was very clean.",Positive,,,False
312,Food,food was delicious ,Positive,,,False
312,Location,the airport is very close and the beach is a five minute walk away. ,Positive,,,False
312,Room,and the bathrooms can smell like bad plumbing.,Negative,,,False
312,Staff,and there’s an incredibly kind and helpful staff. they were very flexible about our strange schedule.,Positive,,,False
313,Facility,"Nicely renovated and clean hotel, Quiet street with sufficient parking facilities.",Positive,,,False
313,Location,Quiet street with sufficient parking facilities.,Positive,,,False
313,Price,Fantastic value for money.,Positive,,,False
313,Staff,Super friendly staff. ,Positive,,,False
314,Check-in,super fast checkin/checkout,Positive,,,False
314,Check-out,super fast checkin/checkout,Positive,,,False
314,Facility,"fresh just renovated, with good wifi,",Positive,,,False
314,Location,"in 5 minutes from airport, ",Positive,Positive,maybe they could leave more water,True
315,Room,it’s was exceptionally clean,Positive,Positive,it's was exceptionally clean,True
315,Staff,and staff all very friendly,Positive,Positive,staff all very friendly,True
316,Location,Perfect location to McKenzie Beach and only a 30 minute walk to the central marina. ,Positive,,,False
316,Room,A nice addition to the very clean and tidy room is Netflix.,Positive,Positive,"I have no reason to complain, everything was great!",True
316,Staff,Everyone was very accommodating and welcoming. ,Positive,,,False
317,Check-in,,,Positive,The check-in process was smooth and efficient.,False
317,Facility,,,Mixed,"The facility had a nice pool and gym, but the room was small.",False
317,Food,,,Negative,"The food was terrible, overpriced, and not worth it.",False
317,Location,,,Positive,The location was perfect for our needs.,False
317,Price,,,Positive,The price was reasonable and affordable.,False
317,Room,,,Positive,"The room was clean and comfortable., The room was spacious and had a great view.",False
318,Facility,"A lovely family hotel, refurbished during the main Corona period. ",Positive,,,False
318,Location,In a quiet area 10 minutes from Larnaca airport. Only 6 minutes walk down to the beach & restaurants.,Positive,Positive,Only 6 minutes walk down to the beach & restaurants.,True
318,Room,"Refurbishment not totally complete, so safety box wasn’t working., so could do with one more double hook in bathroom for towels.",Negative,,,False
318,Staff,Staff were very friendly and extremely helpful. ,Positive,Positive,Staff were very friendly and extremely helpful.,True
319,Room,"The room was very clean, a bit small though,",Negative,,,False
319,Room,"The room was very clean, a bit small though, but the bathroom was spacious and the bed was comfortable.",Positive,,,False
319,Staff,"The receptionist was waiting for me to arrive, even though it was after the usual open hours. ",Positive,,,False
320,Location,,,Positive,location,False
320,Room,,,Positive,room,False
321,Location,,,Positive,organised,False
321,Room,Well organised and clean,Positive,Positive,Well,True
322,Facility,"Excellent everything., The place was clean, spacious and really nice. ",Positive,,,False
322,Food,More restaurants.,Negative,,,False
322,Location,but there was not much else to do close by.,Negative,,,False
322,Location,It was a pleasant walk to the sea,Positive,,,False
322,Staff,"We got there early, around 10 am and they had our room ready. ",Positive,,,False
323,Location,"I stayed in this hotel (twice) because of the location to the airport.,  It is a 10 minute walk to Makenzie Beach and those restaurants, but it also has a nice patio restaurant for a meal or cocktail.",Positive,Positive,location - if you want to be in the center of everything (I didn't),True
323,Price,and great value for money. ,Positive,,,False
323,Room,"The rooms are a bit small,",Negative,,,False
323,Room,"But, I found it be clean, modern, comfortable, but they have nice amenities (fridge, coffee making, AC, nice balcony) and are spotless and comfortable. ",Positive,,,False
323,Staff,The staff is nice and it's very welcoming.,Positive,,,False
324,Location,"Location is also very good if you have a morning flight, airport is a 7 min drive away.",Positive,Positive,"Location is also very good if you have a morning flight, airport is a 7 min drive away.",True
324,Room,"The noise from the hallway was very loud, the doors are not sound proofed at all and we couldn't sleep because of the noise that was coming around 11, 12, 1 AM.",Negative,,,False
324,Room,"Room was excellent, very clean and everything seems fairly new. ",Positive,Positive,"Room was excellent, very clean and everything seems fairly new.",True
324,Staff,Staff was very helpful. ,Positive,Positive,Staff was very helpful.,True
326,Room,Clean and freshly renovated room,Positive,,,False
327,Location,It’s location was ideal for the purpose of our stay because it’s close to the Larnaca AirPort. ,Positive,,,False
327,Staff,The host of the Hotel was so kind and helpful. Always a smile on his face with great energy and amazing hospitality making sure we had a great stay.,Positive,,,False
328,Location,but a rather disturbing odor of sewage came out of the drains. The smell could be felt on the street that day as well.,Negative,,,False
328,Location,The beach is very close and the bus to the airport is only 50 meters away.,Positive,,,False
328,Room,"The room was a bit cramped, but we could fit. It may have been a unique case, but a rather disturbing odor of sewage came out of the drains. ",Negative,,,False
328,Room,"Everything was very clean, the bed was comfortable, spacious bathroom. ",Positive,,,False
330,Food,The breakfast was really delicious too 😊,Positive,Positive,The breakfast was really delicious too,True
330,Staff,The staff was exceptional. They were really customer-centric and kind. ,Positive,Positive,The staff was exceptional. They were really customer-centric and kind.,True
332,Location,but there is a Cafe Nero 10 minutes away which was perfect.,Positive,,,False
332,Room,"The wifi in the room wasn't great. We had to work that day so we needed a strong wifi, ",Negative,,,False
332,Room,"The room was really clean and the bed was comfortable,",Positive,,,False
332,Staff,"The staff was super nice!
 We needed a taxi for the airport and they've helped us book it for a really good price (better than everything we've seen online). ",Positive,,,False
333,Food,Breakfast was exceptional,Positive,Positive,Breakfast was exceptional,True
333,Location,,,Positive,Breakfast was exceptional,False
333,Room,Size of room was a bit small,Negative,Negative,Size of room was a bit small,True
334,Check-in,,,Positive,The check-in process was smooth and efficient.,False
334,Facility,,,Mixed,"The facility had a nice pool and gym, but the room was small.",False
334,Food,,,Negative,"The food was terrible, overpriced, and not worth it.",False
334,Location,Location is great .,Positive,Positive,"The location was perfect for our needs., Location is great.",True
334,Price,Very economic .,Positive,Positive,The price was reasonable and affordable.,True
334,Room,"Absolutely clean,  Ultimate hygiene. Very clean .  ",Positive,Positive,"The room was clean and comfortable., The room was spacious and had a great view.",True
334,Staff,"and friendly staff., Staff and owners very friendly and helpful . ",Positive,Positive,"Absolutely clean and friendly staff., Staff and owners very friendly and helpful.",True
335,Facility,and all you need for a great Holiday.,Positive,,,False
335,Location,,,Positive,all you need for a great Holiday.,False
335,Room,"A modern, clean, friendly ",Positive,Positive,"A modern, clean, friendly and all you need for a great Holiday.",True
335,Staff,friendly,Positive,,,False
336,Food,Dinner and breakfast were freshly made and very tasty.,Positive,,,False
336,Room,Tastefully decorated room and super comfy bed.,Positive,Positive,Couldn't fault it at all,True
336,Staff,Exceptionally friendly and helpful. ,Positive,,,False
338,Facility,The building and the hotel are brand new. Spotlessly clean. ,Positive,Positive,minibar with coffee and tea-making facilities,True
338,Location,"Walking distance to the beach, restaurants and shops. It is away from traffic. ",Positive,Positive,"brand new building and hotel, walking distance to beach, restaurants and shops, away from traffic",True
338,Price,Value for money.,Positive,Positive,Value for money,True
338,Room,On the 4th floor with all the windows and balcony doors locked we could still hear some outside noise.,Negative,,,False
338,Room,Fully stocked minibar with coffee and tea-making facilities. ,Positive,Positive,free room upgrade,True
338,Staff,The family running this hotel are very friendly and welcoming! They gave us a free room upgrade.,Positive,Positive,The family running this hotel are very friendly and welcoming!,True
339,Facility,It’s definitely one of the best accommodations I’ve ever been in. Very friendly and comfortable atmosphere.,Positive,Positive,Strong wi-fi at any time,True
339,Food, Garnish restaurant on the ground is amazing! The owner is a very kind person and creative chef. ,Positive,Positive,amazing! The owner is a very kind person and creative chef. I’ll miss his breakfasts.,True
339,Room,"Everything was just good:
 Clean rooms, cleaning every day;  Strong wi-fi at any time;
",Positive,Positive,best accommodations,True
339,Staff,Great staff and very pleasant hosts;,Positive,Positive,"Great staff, very pleasant hosts",True
342,Staff,Extremely friendly people work at La Veranda! they helped us in any possible way. ,Positive,Positive,Extremely friendly people work at La Veranda! they helped us in any possible way. thank you!,True
343,Staff,"great friendly staff, very welcoming, the owner took me personally to our room, and gave me a prime parking spot.
 he introduced us to his daughter who was learning the trade and she was super nice and helpful.
 couldn't have been more pleased",Positive,,,False
344,Location,Great location 5 min walk to beach ,Positive,Positive,Great location 5 min walk to beach And amenities,True
344,Room,rooms were comfortable snd very clean,Positive,Positive,rooms were comfortable snd very clean,True
344,Staff,"And amenities , staff very good and helpful,",Positive,Positive,staff very good and helpful,True
345,Room,Very modern and clean,Positive,,,False
346,Room,Clean ,Positive,Positive,Clean,True
346,Staff,and good communication.,Positive,Positive,good,True
346,Taxi-issue,Booked a taxi from the airport was a no show.,Negative,Negative,Booked a taxi from the airport was a no show.,True
347,Facility,A family run hotel. ,Positive,,,False
347,Location,Also only 10 minutes walk from beach and loads of restaurants.,Positive,,,False
347,Room,Rooms were also exceptional in their cleanliness and although compact ,Negative,,,False
347,Room,Rooms were also exceptional in their cleanliness and although compact had everything that you might need for your stay. I,Positive,Positive,I was happy with everything,True
347,Staff,Exceptional staff who were so friendly and keen to please. ,Positive,,,False
348,Facility,"not much parking around the property which was an apartment before being converted into this hotel, the inside is excellent compared to the view from outside",Negative,,,False
348,Facility,the inside is excellent compared to the view from outside,Positive,,,False
348,Food,"breakfast was a typical Cypriot one, ",Positive,Positive,breakfast was a typical Cypriot one,True
348,Location,Aircraft noise does not bother me but the noise from aircraft landing and taking off may be an issue if you have young family or just want a quiet area,Negative,Negative,"not much parking around the property which was an apartment before being converted into this hotel, the inside is excellent compared to the view from outside",True
348,Staff,"Staff and owners were very welcoming, ",Positive,Positive,Staff and owners were very welcoming,True
349,Location,Pretty far from major tourist spots.,Negative,Negative,Pretty far from major tourist spots.,True
349,Location,Close to bus stop.,Positive,Positive,Close to bus stop,True
349,Room,Slight smell from toilet after night. ,Negative,Negative,"Pretty far from major tourist spots., Slight smell from toilet after night.",True
349,Room,Clean rooms. Comfortable bed. ,Positive,Positive,"Clean rooms, Comfortable bed",True
349,Staff,Very friendly and helpful staff. ,Positive,Positive,Very friendly and helpful staff,True
350,Facility,Easy parking ,Positive,,,False
350,Location,"6 mins drive from the airport 
 ",Positive,,,False
350,Room,,,Negative,Nothing,False
350,Room,"Lovely clean room
 Comfortable bed
 ",Positive,,,False
350,Staff,Lovely helpful staff,Positive,,,False
351,Location,Fab location Close to Mackenzie beach and bars.,Positive,Positive,"Fab location, Close to Mackenzie beach and bars.",True
351,Room,"Clean, modern room, with comfy bed and great air conditioning. ",Positive,Positive,"Clean, modern room, with comfy bed and great air conditioning.",True
352,Room,"Super clean, good beds.",Positive,Positive,"Super clean, good beds.",True
353,Facility,Pool is very tiny.,Negative,Negative,Pool is very tiny.,True
353,Facility," Simple clear contemporary decoration, This hotel being new",Positive,,,False
353,Food,Healthy breakfast.,Positive,Positive,Healthy breakfast,True
353,Location,Far from centre town.,Negative,Negative,Far from centre town.,True
353,Location,Near the airport,Positive,Positive,Near the airport,True
353,Room,Weak WiFi,Negative,,,False
353,Room,Very clean and comfy room with balcony,Positive,Positive,Very clean and comfy room with balcony,True
353,Staff,"the staff , although very friendly , still needs to improve its organisation and collaboration",Negative,Negative,"the staff, although very friendly, still needs to improve its organisation and collaboration.",True
353,Staff,Friendly staff.,Positive,Positive,Friendly staff.,True
354,Location,,,Positive,very clean and a home-experience,False
354,Room,very clean and a home-experience.,Positive,,,False
354,Staff,"Very nice staff, ",Positive,Positive,Very nice staff,True
355,Food,"Breakfast in the hotel was great,",Positive,Positive,"various restaurants for every taste, breakfast in the hotel was great",True
355,Location,"We’ve chosen La Veranda as we had an early flight from Larnaka airport, There is a beach strip nearby with various restaurants for every taste ",Positive,Positive,La Veranda,True
